KO_ID	KO_function	SRS020862	SRS022143	SRS022149	SRS022281	SRS022530	SRS022536	SRS022719	SRS022725	SRS022883	SRS023352	SRS023358	SRS042307	SRS043461	SRS043494	SRS043663	SRS043942	SRS044366	SRS045313	SRS045588	SRS045602	SRS046595	SRS047126	SRS047824	SRS048744	SRS049211	SRS050244	SRS050709	SRS051228	SRS051941	SRS052227	SRS052570	SRS052604	SRS052876	SRS053895	SRS054196	SRS054687	SRS055401	SRS055426	SRS056090	SRS056113	SRS056327	SRS056951	SRS057244	SRS057619	SRS057791	SRS058053	SRS058693	SRS063485
K05349	beta-glucosidase [EC:3.2.1.21]	137.66140000000001	1106.0444	238.1312	1323.7309	229.2385	366.2483	190.8212	1192.5112	1996.0215	910.6419	45.1537	5.1647	370.7733	525.3317	1065.5654	20.6114	66.1046	0.0	37.9655	163.6157	66.2531	133.96710000000002	947.7018	229.9827	1702.7830999999999	858.8475	0.0	123.7478	302.6805	134.55450000000002	154.4435	208.00459999999998	498.9954	176.8171	246.42839999999998	546.8221	126.86280000000001	218.5292	142.95770000000002	307.5251	561.1975	30.914900000000003	204.1207	122.89309999999999	823.3812	560.7428	493.8264	1981.825
K05350	beta-glucosidase [EC:3.2.1.21]	0.0	0.0	0.0	93.4461	0.0	13.9168	0.0	0.0	0.0	0.0	0.0	8.4778	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.9242
K05352	ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]	125.7146	90.3687	17.0	8.2356	150.6936	103.77749999999999	255.28719999999998	87.9071	17.8575	94.5522	91.9565	7.7102	71.383	543.1198	676.0287999999999	137.1379	15.1307	34.0606	0.0	304.08099999999996	839.2905	51.2357	108.003	55.9801	0.0	133.6519	0.0	68.50580000000001	68.4406	106.8251	31.9967	13.3083	119.0243	6.9922	30.776899999999998	538.5832	5.5724	140.9044	151.07319999999999	66.869	157.4432	34.5125	49.1302	0.0	413.8594	146.2274	155.1755	90.6669
K05362	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]	62.0878	92.3555	0.0	59.6712	163.8423	63.9089	147.94740000000002	28.9758	22.0	105.8729	39.8637	26.670099999999998	143.1161	384.7885	511.8052	273.1874	0.0	36.2496	0.0	444.0674	294.3043	161.1735	215.946	88.08919999999999	0.0	244.32569999999998	0.0	71.4973	31.5653	110.6815	0.0	29.8485	157.6563	29.372700000000002	87.9122	0.0	77.8783	89.47649999999999	219.31329999999997	111.964	145.6956	14.3645	108.6303	8.0671	175.1449	40.482699999999994	388.4484	201.3829
K05363	serine/alanine adding enzyme [EC:2.3.2.10]	16.2551	173.4143	9.0626	15.8123	222.4231	34.6411	242.131	33.076499999999996	25.380200000000002	211.1863	24.6453	19.2548	133.3317	413.5813	682.7198	182.9282	0.0	0.0	0.0	324.8521	433.3129	126.1876	252.0583	93.1357	0.0	346.0752	0.0	9.846	0.0	54.720200000000006	0.0	0.0	21.3078	45.7325	23.4283	378.5952	71.7621	204.8872	64.727	100.5548	218.7477	0.0	97.75819999999999	38.5031	306.3861	26.0167	334.3216	148.58870000000002
K05364	penicillin-binding protein A	486.7864	548.0451	133.38410000000002	1100.4585	134.2244	903.3451	154.6548	335.639	900.4166	160.5045	0.0	122.9631	274.3351	662.471	245.889	185.5404	89.7981	9.5722	135.6967	174.60670000000002	97.6455	355.7906	716.0023	346.9045	37.0856	492.187	8.0	281.97220000000004	655.4105	114.2488	169.2591	144.1459	304.8956	354.9717	695.6191	682.399	285.7044	320.5107	259.109	525.2882999999999	442.1375	56.2361	186.5636	696.3796	696.7469	471.5798	707.1684	1147.3047
K05365	penicillin-binding protein 1B [EC:2.4.99.28 3.4.16.4]	52.0322	0.0	22.4633	34.54	0.0	123.48580000000001	280.9279	268.8163	116.9782	144.2504	39.7524	146.5949	44.0227	262.1167	1109.7738	0.0	36.6513	104.4925	7.3267	343.6142	0.0	61.1776	21.0117	207.2308	0.0	0.0	0.0	72.8254	47.1775	0.0	149.6646	42.4985	0.0	67.7056	18.2897	116.8496	70.5243	45.0224	107.3721	61.5824	27.7864	16.0434	0.0	0.0	216.4846	170.77100000000002	69.6477	245.5263
K05366	penicillin-binding protein 1A [EC:2.4.99.28 3.4.16.4]	178.77	1589.3633	292.8715	1149.4592	759.6343	895.8483	2095.2547	1659.7749000000001	1857.3058	1820.1647	244.34980000000002	283.12239999999997	506.3071	1055.5365	2073.7102	70.4807	64.2655	223.3433	67.2728	1604.4409999999998	1558.8833	401.46180000000004	1833.3232	911.7617	201.1264	2035.257	22.2772	356.3239	978.9908	664.9011	910.7594000000001	247.2288	1394.9868000000001	591.8596	189.8354	1201.6848	347.9567	250.65089999999998	398.1178	672.0299	721.5393	171.0645	791.0517	166.6972	1172.4178	524.9149	1196.1134	3995.7972
K05367	penicillin-binding protein 1C [EC:2.4.99.28]	17.8308	50.5595	43.4955	467.3746	176.79739999999998	176.7749	168.47070000000002	307.2178	535.2518	26.2252	33.851200000000006	0.0	53.3805	11.0067	130.8927	0.0	0.0	0.0	5.5302	8.9555	0.0	49.701	276.0696	74.1969	76.1374	153.0145	0.0	116.12	120.25580000000001	0.0	54.9597	35.5056	479.82239999999996	23.2703	40.795100000000005	60.4953	162.5303	40.6408	179.0309	195.14600000000002	49.0493	8.9416	11.857199999999999	58.5483	29.1251	33.4679	135.4826	1681.686
K05373	MFS transporter, putative signal transducer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.2414
K05375	MbtH protein	51.1818	0.0	17.0	19.2134	0.0	35.0346	0.0	58.109700000000004	58.9222	0.0	17.7658	8.6471	0.0	0.0	0.0	0.0	29.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0952	76.17439999999999	0.0	0.0	0.0	11.2055	69.173	10.0	0.0	13.026800000000001	0.0	6.0	0.0	0.0	0.0	0.0	73.0519	0.0	38.8324	0.0	112.3341
K05394	atrazine chlorohydrolase [EC:3.8.1.8]	68.3569	936.5060000000001	116.4756	207.5215	316.6105	269.763	214.1264	375.8479	577.0301000000001	891.1967	208.93040000000002	47.8074	58.6913	172.587	1155.3085999999998	107.2336	64.3034	96.3754	5.9242	633.4118	142.9853	96.09989999999999	530.9418	262.6134	72.9889	438.49649999999997	0.0	80.0738	161.1484	199.21	122.9324	76.1333	54.379000000000005	58.4251	50.2713	885.0342	79.1638	468.7128	27.0387	102.80799999999999	697.2935	35.022099999999995	233.67540000000002	58.039500000000004	1599.4668	208.4341	745.8621	179.649
K05396	D-cysteine desulfhydrase [EC:4.4.1.15]	0.0	0.0	5.2724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05451	nerve growth factor, alpha	0.0	19.4188	0.0	0.0	43.2028	3.5379	57.7553	25.9126	272.1551	14.2578	0.0	0.0	0.0	24.0526	0.0	0.0	0.0	0.0	45.6231	0.0	13.3947	0.0	132.9311	26.6142	39.6548	39.3654	0.0	0.0	4.1977	89.8748	0.0	0.0	15.0	0.0	0.0	36.0733	78.69800000000001	0.0	0.0	17.0	27.0933	0.0	22.737099999999998	26.5101	28.858600000000003	6.4023	85.6046	0.0
K05501	TetR/AcrR family transcriptional regulator	46.937599999999996	75.2829	49.2429	99.5572	367.71819999999997	248.6997	302.6965	285.4598	285.37170000000003	141.0	54.411699999999996	195.86950000000002	321.6288	283.8578	75.2446	256.3302	59.6651	130.6239	38.3275	145.1575	520.0031	143.2954	16.3073	233.68200000000002	0.0	231.7843	6.4205	86.28829999999999	124.6209	265.7368	161.0749	70.0	38.3803	183.6841	40.8925	284.3451	86.1918	110.1024	147.6254	46.0268	39.1184	25.0	467.74080000000004	17.736600000000003	234.0	234.2221	442.44939999999997	1869.5596
K05515	penicillin-binding protein 2 [EC:3.4.16.4]	101.21809999999999	1887.7419	230.3235	1069.676	1108.5936	897.2033	1566.1541	1737.3448	1933.0928	1868.0848	131.9654	233.3735	632.4301	871.2296000000001	1367.1963	100.2753	72.3298	157.58530000000002	82.15729999999999	1045.2005	1280.1311	390.0892	2013.3094999999998	1037.0132	293.7915	2015.6865	36.9765	277.5121	708.1501	716.7212999999999	947.3194000000001	408.8307	988.2235999999999	501.0045	165.2154	1400.3396	222.1285	409.1297	255.8712	642.9153	723.1067	142.3242	649.3968	186.7784	1425.9201	531.9475	1187.9535	3538.8199
K05516	curved DNA-binding protein	6.2625	0.0	15.9075	310.4843	47.0811	233.4756	14.3674	299.4251	530.7729	0.0	16.4578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.485599999999998	0.0	0.0	49.2627	0.0	0.0	233.8599	67.4496	0.0	75.6245	175.881	0.0	20.0	48.6821	492.3637	114.003	22.323999999999998	0.0	101.08590000000001	0.0	154.0792	135.2652	0.0	21.0258	20.323900000000002	39.7083	0.0	37.8889	13.1327	1594.3916
K05520	deglycase [EC:3.5.1.124]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4022	0.0	0.0	0.0	0.0	0.0	17.1546	0.0	0.0	7.0112	0.0	0.0	22.0652	5.0025	0.0	87.3408	0.0	0.0	0.0	0.0	0.0	0.0	71.6834	0.0	46.3333	0.0	0.0
K05522	endonuclease VIII [EC:3.2.2.- 4.2.99.18]	438.2454	320.84000000000003	156.211	1205.6014	56.437	1464.7694000000001	146.873	717.6502	1198.4416	278.0132	126.02189999999999	111.0274	221.76420000000002	354.5119	128.79649999999998	169.8702	191.054	0.0	121.1602	136.9755	39.706900000000005	462.83889999999997	583.0269999999999	298.2432	0.0	126.89320000000001	5.0362	478.0851	1086.4524000000001	173.3547	131.2115	174.36599999999999	686.2791	316.77520000000004	698.0693	400.063	233.7697	61.0471	195.1877	648.5878	244.2339	132.8701	91.8093	667.9547	574.4479	501.4806	217.6599	1099.6658
K05523	D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]	25.4994	0.0	0.0	43.26219999999999	32.0081	49.9224	137.5035	76.7523	75.4418	29.5928	13.9433	0.0	0.0	12.7716	9.0534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.3484	0.0	0.0	0.0	11.6435	12.7887	0.0	0.0	0.0	8.6875	50.1966	22.3005	0.0	5.0825	8.7724	0.0	0.0	0.0	16.0	0.0	41.6633	0.0	13.9243	0.0	23.8362
K05524	ferredoxin	493.9614	184.5438	50.217	641.2225000000001	83.08709999999999	654.918	86.94319999999999	143.565	720.6448	55.7418	188.596	145.1601	174.1907	402.1988	41.2181	77.07130000000001	95.0532	0.0	178.5841	101.42949999999999	50.437	173.8601	236.6482	231.0146	0.0	164.49020000000002	0.0	253.8455	443.14849999999996	68.4549	104.3918	81.4837	168.49710000000002	284.4619	296.0787	361.8322	183.9741	76.1639	222.3748	247.9752	261.9506	72.6634	124.0	373.9152	557.6802	224.335	229.6604	1578.9314
K05527	BolA family transcriptional regulator, general stress-responsive regulator	104.4584	116.0197	63.7045	253.9787	724.6438	290.8072	1601.6548	534.8473	757.1958999999999	206.3942	126.72670000000001	251.5364	401.1603	277.8851	1658.2403	331.9615	78.17410000000001	60.68	109.3195	1033.7243	1207.5737000000001	380.4949	452.5994	418.6346	0.0	643.6915	34.0321	142.7608	204.3044	418.39799999999997	693.0581	164.5258	230.305	653.8607999999999	136.8712	1101.1953	164.2313	221.3975	244.1963	214.65179999999998	94.8022	70.2167	573.5345	57.6467	305.9679	258.2157	801.3860999999999	2584.995
K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	64.8535	400.6509	60.827400000000004	240.6748	429.9181	248.413	870.8710000000001	444.0371	842.8529	408.2315	51.9654	257.7925	274.0147	314.66769999999997	761.0204	255.7399	35.1531	160.9356	74.21010000000001	754.3518	1721.5225	385.3695	589.7912	836.0267	0.0	793.2761	30.171300000000002	87.8873	265.31600000000003	105.3861	723.6819	88.616	255.2136	607.7055	137.7286	1290.3253	149.8941	143.20999999999998	201.9452	265.1103	0.0	39.9694	547.3559	28.0456	251.0579	244.53969999999998	785.327	2200.2299
K05540	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	799.4473999999999	1933.9786	298.0877	2115.4165	1476.8945	1734.4109	1619.6725	1654.7828	2928.163	1985.5851	332.1188	315.5077	1064.1679	1874.5518	2187.9803	626.4371	218.18439999999998	178.7426	197.49360000000001	2238.6002	3242.8585000000003	736.9503	2496.4933	1382.2098	362.4835	2902.1613	32.917	620.7284	1409.5484	956.1918000000001	1337.3876	406.06	1155.733	984.2824	794.5348	3170.3319	351.8352	765.8569	790.0112	960.9926	1493.1061	265.1365	806.8604	891.6519000000001	2616.0472	641.693	2108.2234	4163.2881
K05541	tRNA-dihydrouridine synthase C [EC:1.-.-.-]	85.86529999999999	26.1033	34.7899	157.4943	240.7578	377.576	1625.7116	358.36859999999996	343.5417	195.34470000000002	69.6347	223.2662	91.0	248.13510000000002	388.6956	102.4587	56.4111	53.4641	0.0	657.1061	1296.8162	341.7916	266.20709999999997	375.6646	0.0	391.5841	22.0171	95.05199999999999	185.6091	76.0	577.6188999999999	109.47200000000001	102.079	311.3639	133.6423	952.5434	106.89160000000001	85.6281	135.0863	131.5055	0.0	47.3406	401.41010000000006	43.8449	282.3708	257.76000000000005	636.0465	822.9757000000001
K05553	minimal PKS acyl carrier protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
K05554	aromatase [EC:4.2.1.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.1327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.1413
K05555	cyclase [EC:4.-.-.-]	0.0	0.0	0.0	94.0	0.0	9.3446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.6656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.9868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3497
K05559	multicomponent K+:H+ antiporter subunit A	0.0	0.0	0.0	112.25280000000001	0.0	0.0	0.0	0.0	132.01069999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.7361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.7583	19.9376	0.0	29.4971	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1008.2352
K05560	multicomponent K+:H+ antiporter subunit C	0.0	0.0	0.0	109.0	0.0	7.977	7.1753	14.3075	125.6609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.936899999999994	0.0	0.0	22.7529	0.0	0.0	0.0	0.0	0.0	0.0	10.8994	0.0	0.0	0.0	0.0	89.4368	22.0115	0.0	22.842	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4052	0.0	1045.6082
K05561	multicomponent K+:H+ antiporter subunit D	0.0	0.0	0.0	107.98010000000001	0.0	0.0	0.0	0.0	118.2267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.5173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.6672	83.339	23.7425	0.0	18.0689	0.0	42.6365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1059.0219
K05562	multicomponent K+:H+ antiporter subunit E	0.0	0.0	0.0	106.0	0.0	0.0	8.5247	46.9507	109.5509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.2209	0.0	0.0	12.0638	0.0	0.0	0.0	0.0	0.0	0.0	12.6852	0.0	0.0	0.0	23.5542	76.2716	25.3601	0.0	12.8827	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1074.3752
K05563	multicomponent K+:H+ antiporter subunit F	0.0	0.0	0.0	105.2473	0.0	11.1649	12.6846	30.104	95.2867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.8423	0.0	0.0	15.5914	0.0	0.0	0.0	0.0	0.0	0.0	15.957	0.0	0.0	0.0	27.3907	73.4194	26.0	0.0	13.565900000000001	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1054.9641
K05564	multicomponent K+:H+ antiporter subunit G	0.0	0.0	0.0	105.0	0.0	0.0	0.0	1.8	81.7857	0.0	0.0	10.8738	0.0	0.0	0.0	0.0	0.0	0.0	43.0809	0.0	0.0	17.7405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.5697	69.9833	26.7429	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1065.3809
K05565	multicomponent Na+:H+ antiporter subunit A	72.9311	0.0	85.9088	446.6312	0.0	434.3676	14.129	198.7196	399.3705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.4566	0.0	58.5469	0.0	0.0	122.3283	0.0	0.0	0.0	0.0	0.0	194.324	14.0321	0.0	0.0	147.588	225.3537	46.3881	208.3735	0.0	11.6273	0.0	24.098200000000002	209.8893	0.0	54.3128	0.0	270.0968	0.0	135.9544	0.0	343.8625
K05566	multicomponent Na+:H+ antiporter subunit B	0.0	24.4925	2.8527	0.0	40.1948	37.3099	46.9477	39.0635	45.6204	56.2418	25.706000000000003	5.1734	24.0	37.159	69.787	27.7958	0.0	0.0	3.7416	16.0	104.0	10.2428	39.4798	18.6232	4.5756	66.1948	0.0	4.467	697.3501	25.0	6.8737	0.0	46.9684	11.7731	0.0	30.7911	14.866399999999999	39.1432	0.0	0.0	14.575099999999999	0.0	12.6033	23.8504	66.0523	21.4524	58.5023	26.8077
K05567	multicomponent Na+:H+ antiporter subunit C	52.2392	0.0	0.0	20.0	39.2083	64.4352	50.7107	17.1361	38.3284	14.0306	15.0278	0.0	24.0	17.475	65.4333	0.0	0.0	0.0	0.0	16.0	104.0	0.0	3.7278	10.1444	0.0	18.0	0.0	3.9567	0.0	24.2861	3.0739	0.0	28.1556	49.0	12.8142	27.8611	0.0	33.6806	7.3969	0.0	4.0	0.0	12.0	32.7532	40.0	25.0204	56.0833	32.0
K05568	multicomponent Na+:H+ antiporter subunit D	48.4097	47.823499999999996	82.5102	439.3921	0.0	473.5433	11.1635	13.7245	270.6074	83.1165	0.0	0.0	0.0	42.224599999999995	0.0	0.0	38.7418	0.0	77.6716	0.0	0.0	117.1179	66.0	0.0	0.0	91.4188	0.0	193.3557	551.684	0.0	0.0	0.0	180.3234	50.6541	208.23059999999998	0.0	0.0	9.2734	23.8968	210.6443	21.8184	52.653	0.0	295.7244	46.1357	159.23880000000003	0.0	349.3339
K05569	multicomponent Na+:H+ antiporter subunit E	45.1782	0.0	0.0	17.1063	33.8072	70.1328	37.0	30.2749	40.4917	18.7229	3.8675	0.0	23.0	28.5736	72.4799	17.2249	0.0	0.0	0.0	15.0	105.0	0.0	14.6988	20.5323	6.3805	66.4135	0.0	0.0	13.5747	22.01	6.6657	7.2931	33.5	52.0	4.8103	66.9719	15.9483	48.189099999999996	3.158	0.0	7.0582	0.0	7.5884	40.1782	66.0321	9.6264	46.7369	35.0
K05570	multicomponent Na+:H+ antiporter subunit F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05571	multicomponent Na+:H+ antiporter subunit G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05589	cell division protein FtsB	169.4556	183.8188	116.6845	586.6841000000001	928.463	707.3402	1339.0727	589.3879	1002.6151	281.17740000000003	115.401	217.9058	380.8877	508.4623	1266.0058000000001	402.8899	66.8724	137.2545	158.013	972.3829999999999	1488.9742	418.5212	423.3729	459.04359999999997	0.0	742.4152	14.4409	317.2802	676.4249	491.0493	672.0704	274.6262	901.1098999999999	571.9071	365.0109	1350.6049	209.5284	114.28450000000001	235.16389999999998	348.26189999999997	79.77799999999999	80.0	726.4252	294.3952	491.396	366.97819999999996	585.8558	2000.2169
K05590	ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	79.0431	0.0	58.0638	48.0	385.9142	77.4605	739.361	67.1132	126.4664	140.8611	31.6565	186.0383	192.3551	286.8205	553.6607	288.2799	35.5297	95.4357	0.0	485.1331	783.7058	107.28099999999999	26.0609	289.3689	0.0	50.9865	7.3439	54.0948	78.0828	0.0	144.3335	62.8555	0.0	68.5223	40.1828	166.0677	84.0075	63.9067	110.0	63.0	57.2779	30.544	121.13239999999999	15.4206	351.3258	260.9541	603.5118	297.9194
K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	711.8644	1379.7563	296.4569	1475.8309	1232.623	1169.5918	1202.7994999999999	1078.8647	1338.366	1220.056	142.7433	270.2399	806.723	1541.0894	2515.1807	465.8397	146.308	115.2079	31.1418	1165.9474	1174.8332	667.1658	2100.7022	927.3516999999999	382.21680000000003	1720.5902	0.0	623.3257	628.8912	672.715	555.8202	235.27980000000002	937.8289	365.8194	506.4008	1352.999	380.836	548.2081	702.1788	1073.0575	885.5634	144.07319999999999	653.2517	488.9055	1779.5804	551.9144	1215.4822	2040.7482
K05593	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	189.3772	89.6267	17.1949	29.596000000000004	269.7152	76.8345	298.179	148.1587	31.547	49.8292	87.3323	42.1443	104.40390000000001	233.7107	615.7292	248.61630000000002	24.148	36.6959	0.0	265.3909	472.7337	156.9744	167.317	143.12560000000002	234.3937	112.86760000000001	0.0	58.3074	132.887	70.4367	27.0413	40.8672	134.9907	129.5492	114.7518	311.3215	208.5712	219.6014	418.7009	126.5412	239.9876	33.7906	158.4891	164.7862	498.243	136.2162	935.3804	175.0417
K05594	ElaB protein	18.0	45.4097	3.0692	260.8558	299.3062	201.3192	802.6519000000001	479.993	564.322	20.9908	47.765299999999996	46.3149	118.5767	8.1241	6.3816	13.3428	37.5032	0.0	89.3334	250.4691	712.0295	205.058	363.1095	127.0	0.0	381.3655	15.0	48.578199999999995	48.7075	76.0	365.0506	22.4751	184.21720000000002	469.1637	143.3741	399.0439	99.2639	38.7354	161.2285	182.221	0.0	28.0	360.3461	39.1132	51.0633	61.799800000000005	386.88	1778.7250999999999
K05595	multiple antibiotic resistance protein	194.3127	762.5717	143.8231	1648.5768	726.4342	930.8127999999999	1054.1552	1020.8641	2587.3964	388.5205	208.1512	103.0666	535.8176	1085.243	249.06959999999998	169.6753	132.4591	6.8905	173.5325	542.5178	1135.1066999999998	624.7841	1700.5140000000001	464.2857	806.6890999999999	1266.5372	20.6212	432.1413	761.2299	348.60519999999997	844.6200999999999	176.3038	801.5201	579.8671	657.9117	1868.524	499.1087	452.088	358.6586	672.1252	809.8967	130.7382	635.6669	811.1568	901.9313	525.4208	1229.0583	4493.1071
K05596	LysR family transcriptional regulator, chromosome initiation inhibitor	295.5002	55.0599	126.1273	565.6128000000001	32.9248	526.8079	164.7191	123.56049999999999	538.3515	24.1743	32.7556	105.78030000000001	109.4935	88.7723	125.8976	121.5067	80.4086	0.0	108.1958	133.9139	119.7124	109.102	51.2876	21.5588	0.0	0.0	13.0588	222.249	409.5744	59.4891	10.8061	10.538	442.7166	127.5481	433.8332	605.4379	353.242	160.6676	149.9303	251.0858	126.15469999999999	51.3975	81.2015	237.3377	341.9618	155.6459	64.7477	424.0359
K05601	hydroxylamine reductase [EC:1.7.99.1]	53.2318	1241.2974	133.8186	658.0504	558.5215	331.4128	433.02840000000003	559.0646	967.8258	1464.6343	110.2195	0.0	492.04380000000003	652.084	1896.8825	43.8313	26.2542	98.7767	0.0	1158.4041	219.96439999999998	86.3934	740.7348	582.6895	240.458	1351.1927	0.0	71.6511	149.464	698.7979	184.03979999999999	219.4516	214.2259	0.0	27.5428	579.504	62.884	439.2498	14.3777	144.5026	523.95	114.4767	289.9789	73.7241	599.8100000000001	313.7607	608.5347	447.86490000000003
K05602	histidinol-phosphatase [EC:3.1.3.15]	565.9798000000001	0.0	149.5172	929.5091	0.0	765.1955	42.6805	636.7753	906.3201	0.0	131.7002	139.4688	0.0	0.0	0.0	0.0	108.6837	18.9119	132.3071	0.0	0.0	298.42470000000003	0.0	0.0	0.0	0.0	0.0	267.1456	597.5432	0.0	0.0	158.3521	406.5968	266.9259	332.6583	0.0	313.937	0.0	215.42950000000002	453.47180000000003	0.0	158.0193	0.0	697.3100999999999	0.0	746.9504999999999	0.0	1348.5232999999998
K05605	3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	82.1361	0.0	51.0	499.7942	0.0	391.4814	32.7658	39.1038	540.2849	0.0	62.5091	12.010000000000002	0.0	0.0	0.0	0.0	41.255	0.0	116.1404	0.0	0.0	121.7517	0.0	0.0	0.0	0.0	0.0	152.8634	429.0825	0.0	0.0	124.2092	239.979	131.9148	226.6284	0.0	68.0601	0.0	52.0	172.5893	0.0	37.0	0.0	198.6331	0.0	133.3295	0.0	1036.0138
K05606	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	69.35810000000001	686.2358	101.9635	842.5242000000001	319.0336	743.9916000000001	287.2554	907.2885	620.2822	511.59340000000003	125.8267	13.897200000000002	254.9882	357.7921	479.8692	72.8794	20.5152	46.033	101.7119	573.7943	157.5587	158.0089	572.2892999999999	248.7707	254.1037	708.5579	0.0	208.88660000000002	602.5822	331.7046	139.0641	364.7828	248.1576	52.2962	218.4276	410.3109	48.4003	60.0862	55.4382	402.8671	304.9508	95.7264	263.4104	220.6273	749.7281	171.8879	432.4697	1192.1399000000001
