KO_ID	KO_function	SRS062418	SRS062714	SRS063373	SRS063823	SRS064197	SRS064466	SRS064937	SRS065299	SRS075765	SRS075771	SRS075870	SRS075876	SRS075987	SRS075993	SRS076764	SRS076770	SRS076868	SRS076874	SRS077239	SRS077245	SRS077384	SRS077390	SRS077441	SRS077447	SRS077633	SRS077639	SRS097912	SRS097918	SRS097966	SRS097972	SRS098045	SRS098057	SRS1054712	SRS1054853	SRS1054881	SRS893260	SRS893280	SRS893283	SRS893291	SRS893318
K05375	MbtH protein	0.0	0.0	0.0	0.0	0.0	13.2641	36.0	0.0	0.0	23.985300000000002	0.0	0.0	0.0	14.4675	0.0	60.0	0.0	9.8139	0.0	10.4762	0.0	29.0	0.0	145.1147	0.0	97.5835	0.0	61.317299999999996	0.0	16.124000000000002	0.0	0.0	0.0	6.7706	0.0	0.0	136.355	22.1405	0.0	40.5883
K05394	atrazine chlorohydrolase [EC:3.8.1.8]	21.5918	454.6769	320.8153	48.454100000000004	57.8376	0.0	32.92	201.9025	584.2542	28.051499999999997	281.6707	87.5108	394.4872	0.0	1982.1565	74.3828	695.1625	61.1059	183.85399999999998	141.3803	484.5802	108.159	175.1984	4.1204	359.64209999999997	109.3053	320.6276	113.3692	277.4982	356.5142	495.7304	14.1338	229.6399	158.9219	281.4736	440.2817	7.103	4.9188	816.1261000000001	78.19640000000001
K05451	nerve growth factor, alpha	0.0	14.7057	21.249	0.0	0.0	0.0	14.0738	13.1956	0.0	0.0	224.1951	0.0	19.0714	0.0	22.8292	0.0	38.2731	0.0	0.0	25.2805	0.0	0.0	10.058	0.0	32.1224	0.0	33.0	0.0	49.340900000000005	0.0	10.3064	0.0	0.0	34.6941	0.0	3.0655	0.0	0.0	0.0	33.3857
K05501	TetR/AcrR family transcriptional regulator	142.3429	166.928	102.9052	0.0	212.16160000000002	0.0	80.2232	65.8211	24.5485	97.0	92.1958	356.4971	192.763	36.0	423.58140000000003	43.0	19.685	46.4764	88.6789	272.3102	15.5841	16.0	456.3746	152.6875	11.7247	129.6078	52.3471	510.09499999999997	85.1728	408.35400000000004	0.0	428.1815	0.0	156.7458	240.218	45.0	13.3823	147.1236	0.0	62.2688
K05515	penicillin-binding protein 2 [EC:3.4.16.4]	180.6464	665.4053	606.011	0.0	269.8347	9.0351	304.395	582.6533	978.5282	638.1868000000001	1141.941	1124.7577999999999	1071.5239	84.0513	1166.8741	425.4076	1364.7009	293.5731	1127.5986	1241.3613	946.3266	350.75489999999996	1626.479	513.8226	1188.2743	440.32099999999997	1251.3144	792.3982	1144.4595	1245.8223	659.5291	867.5020999999999	854.3643000000001	444.9725	888.3204	615.7778	50.7078	386.8215	640.3936	263.5031
K05516	curved DNA-binding protein	34.8277	22.7479	52.0	0.0	0.0	10.8673	101.15100000000001	88.0	0.0	204.5813	16.3893	98.1131	0.0	0.0	0.0	108.72630000000001	0.0	37.5728	0.0	272.3207	0.0	85.2784	3.4737	60.8269	0.0	94.5612	0.0	407.4786	6.4814	282.1734	0.0	342.2434	0.0	68.8243	0.0	0.0	11.2623	120.6069	0.0	132.507
K05520	deglycase [EC:3.5.1.124]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9126	0.0	0.0	88.883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05522	endonuclease VIII [EC:3.2.2.- 4.2.99.18]	31.299500000000002	184.6722	210.5294	3.3406	0.0	75.5229	376.3629	213.5661	625.2295	795.6411	350.8392	97.665	316.2786	312.1482	859.3598	442.9989	604.0065999999999	309.7669	794.6771	1017.1425	429.3393	606.4047	23.0295	746.2134	368.4833	1041.2547	407.5966	363.8826	604.6978	484.4807	661.3898	170.4128	144.5332	295.3236	75.0576	581.2242	396.7635	75.7775	336.6093	391.2961
K05523	D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]	0.0	0.0	0.0	0.0	9.3796	0.0	53.0318	0.0	0.0	78.2908	0.0	23.0	0.0	20.897	0.0	88.7296	49.1672	25.472900000000003	0.0	108.14269999999999	0.0	115.8487	0.0	33.6881	11.2854	48.4006	0.0	15.3469	65.2114	35.8641	0.0	9.6542	16.8583	0.0	9.6643	0.0	101.9562	0.0	0.0	20.677
K05524	ferredoxin	32.8333	172.31859999999998	183.1454	0.0	0.0	50.442099999999996	321.6733	110.0	519.1052999999999	572.4265	303.0262	221.9169	219.8424	126.87180000000001	760.3787	299.2716	218.7467	424.66040000000004	439.9439	586.4655	336.6342	486.2168	99.7454	381.8804	573.5819	693.3803	261.4972	649.5551	449.4333	502.4809	209.269	359.93309999999997	201.7368	155.8277	26.5877	435.9673	152.5752	80.9787	257.1286	160.5382
K05527	BolA family transcriptional regulator, general stress-responsive regulator	181.779	290.4738	692.0153	3.9815	228.2821	18.0217	256.5388	209.786	20.985	269.7109	155.4212	1172.7036	412.4771	47.223299999999995	328.8356	275.2593	12.0	155.9712	782.0961	437.574	308.5224	116.45920000000001	1319.1315	524.3872	165.40529999999998	474.2923	351.3429	570.9268	327.4792	1214.2252	59.9167	944.4467999999999	573.8539000000001	348.5149	514.4327000000001	56.0	48.2161	217.4891	0.0	182.9119
K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	131.7122	214.144	508.5674	12.2273	171.85	8.2813	155.87439999999998	298.2708	110.9155	356.4651	88.9416	928.3174	562.8329	105.6364	251.33839999999998	193.4241	128.438	138.3976	717.1270000000001	503.8961	330.52559999999994	76.7863	1309.8444	471.0652	420.3599	371.4044	368.5795	627.7132	387.9948	727.4531999999999	139.9033	498.0774	661.2962	266.1199	436.8944	89.99419999999999	40.5506	187.7258	5.6	128.3715
K05540	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	231.2816	1148.057	1549.5982	59.4847	611.9508000000001	67.4707	713.1694	1204.0746000000001	2015.6739	1657.5305	1616.1887	1591.9534	2066.8737	366.09159999999997	2130.2964	1262.7782	1883.3019000000002	708.6237	2002.2712	1864.8198	1500.7844	779.8803	1585.5816	1153.6058	1680.3371	1326.5561	2028.1507	1227.3685	1366.9295	2056.7320999999997	1395.1955	1025.915	1064.1122	835.1787	1285.938	612.1066	372.0222	478.64430000000004	1491.6233	704.8352
K05541	tRNA-dihydrouridine synthase C [EC:1.-.-.-]	137.3095	119.0	437.7692	0.0	273.7953	7.741	182.5791	173.0592	32.2395	236.1645	107.0015	881.0056000000001	184.5007	47.5516	355.0774	196.5396	16.4544	152.5486	539.4689	287.2724	283.0	112.8591	849.2243	360.03499999999997	113.2547	285.1293	99.6125	257.823	163.8344	536.3395	43.906800000000004	331.216	492.8169	294.98999999999995	429.3814	38.3891	34.6828	122.4143	4.9864	94.9966
K05555	cyclase [EC:4.-.-.-]	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0695	0.0	25.0	0.0	19.6084	0.0	0.0	0.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0307
K05559	multicomponent K+:H+ antiporter subunit A	0.0	0.0	0.0	0.0	0.0	0.0	25.8268	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	54.2832	0.0	15.2258	0.0	51.0	0.0	35.3431	0.0	393.33570000000003	0.0	137.4324	0.0	259.2973	0.0	24.6835	0.0	0.0	0.0	42.7368	0.0	24.707099999999997
K05560	multicomponent K+:H+ antiporter subunit C	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	73.2529	0.0	49.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	55.5304	0.0	18.6293	0.0	51.0	0.0	34.0	0.0	396.931	0.0	170.03439999999998	0.0	258.0	0.0	18.6408	0.0	0.0	0.0	44.0	0.0	13.0
K05561	multicomponent K+:H+ antiporter subunit D	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	56.801	0.0	0.0	0.0	51.623200000000004	0.0	32.6912	0.0	401.5598	0.0	126.6764	0.0	257.3647	0.0	0.0	0.0	0.0	0.0	55.3093	0.0	33.9268
K05562	multicomponent K+:H+ antiporter subunit E	8.4897	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	23.4774	0.0	49.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	59.1888	0.0	10.2078	0.0	51.0	0.0	33.9153	0.0	407.2474	0.0	159.8137	0.0	256.2984	0.0	14.6173	0.0	0.0	0.0	53.3931	0.0	32.509100000000004
K05563	multicomponent K+:H+ antiporter subunit F	8.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	33.2401	0.0	49.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	61.1004	0.0	11.6953	0.0	51.0	0.0	35.1398	0.0	410.5125	0.0	164.3874	0.0	277.7569	0.0	16.4695	0.0	0.0	0.0	53.0	0.0	33.2903
K05564	multicomponent K+:H+ antiporter subunit G	7.0214	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	39.1881	0.0	49.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	38.0	0.0	13.0548	0.0	51.0	0.0	29.2571	0.0	413.6476	0.0	166.1	0.0	293.719	0.0	17.9833	0.0	0.0	0.0	52.4119	0.0	14.0
K05565	multicomponent Na+:H+ antiporter subunit A	7.3542	0.0	0.0	0.0	0.0	19.0	137.3818	0.0	0.0	225.2251	0.0	0.0	0.0	109.72659999999999	0.0	356.692	0.0	152.4273	0.0	374.21320000000003	0.0	272.3437	0.0	121.5053	0.0	181.8646	24.0	72.7804	0.0	163.4039	0.0	89.0	0.0	51.436	0.0	0.0	104.4626	0.0	0.0	26.344
K05566	multicomponent Na+:H+ antiporter subunit B	6.6296	16.0	67.1127	0.0	9.6878	0.0	10.5416	14.8169	0.0	57.7349	28.3943	19.905900000000003	19.0	4.6898	33.1761	0.0	40.898	0.0	39.0	9.7128	15.0	0.0	0.0	100.4354	19.3769	0.0	25.1784	25.6921	8.0087	3.4302	19.0	4.1467	6.5657	10.5411	10.7136	15.5822	0.0	5.2531	9.6853	25.5599
K05567	multicomponent Na+:H+ antiporter subunit C	0.0	16.0	0.0	0.0	11.725	13.028	59.3964	14.0	0.0	27.1018	5.8722	12.5333	9.5139	20.0	0.0	34.0	0.0	13.0	39.8028	0.0	0.0	31.9211	0.0	80.8372	0.0	15.5216	23.3985	19.4809	0.0	11.0	0.0	0.0	7.5556	7.2137	11.6972	5.7972	98.3653	8.8766	0.0	11.9389
K05568	multicomponent Na+:H+ antiporter subunit D	4.7517	0.0	0.0	0.0	0.0	28.851300000000002	139.0737	0.0	6.4401	219.75410000000002	52.3414	9.8845	23.1001	117.4503	52.643	361.6344	42.3906	157.6193	0.0	387.4646	30.0	272.0	0.0	199.35920000000002	43.9806	212.3436	65.0	68.2519	0.0	122.9876	36.822500000000005	89.0	0.0	46.9739	0.0	23.035899999999998	87.4548	7.6228	25.781	35.7199
K05569	multicomponent Na+:H+ antiporter subunit E	0.0	18.6888	62.002	0.0	11.0522	7.6638	65.2711	12.6325	0.0	24.0	30.3544	9.5502	19.877499999999998	21.0	9.4598	33.7989	38.1097	11.5144	43.2149	310.0517	0.0	32.0	0.0	59.1006	16.8565	8.5661	25.7269	10.0402	0.0	8.4454	0.0	0.0	13.5683	9.5603	16.7952	0.0	82.0201	9.6523	14.345500000000001	36.975
K05589	cell division protein FtsB	144.0882	229.6524	368.462	9.8047	186.62720000000002	31.0797	348.9858	201.2335	340.9938	559.7336	218.84730000000002	567.4216	505.944	165.1878	504.31510000000003	559.8000999999999	11.491	274.8221	776.2709	779.8785	313.7039	379.2924	1150.4646	675.5065	503.4284	428.6499	420.7171	543.9362	250.5269	1123.2681	147.8773	635.3000000000001	475.3646	194.3238	439.75690000000003	489.5789	117.91829999999999	221.875	99.4477	222.4274
K05590	ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	112.0	21.1181	347.9308	0.0	218.9823	0.0	71.12610000000001	61.5696	0.0	97.6734	61.5556	323.59839999999997	0.0	41.453	301.2129	10.754	0.0	63.3103	165.7039	153.24960000000002	9.5498	0.0	383.8676	111.9931	0.0	34.1257	41.9165	0.0	55.7005	80.1095	9.3033	88.1896	39.7096	192.7765	391.9535	20.0	21.0218	79.2652	0.0	6.6621
K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	180.6997	659.5876000000001	505.6461	7.6109	522.5777	40.1209	642.3347	1024.4347	1164.336	1010.1938	1672.1242	891.4213	1338.0661	288.06669999999997	2125.5215	972.8146	1349.3908	614.8512	1168.2377999999999	1161.6999	1032.3969	622.7971	498.2561	445.4362	1304.8863	993.6884	1360.7476000000001	897.433	1398.8989	798.3124	1132.6766	314.2039	557.7707	524.1804999999999	671.29	763.6504	285.60490000000004	252.3972	931.0538	327.9882
K05593	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	24.6052	111.9222	341.789	4.5568	272.8252	0.0	113.86099999999999	115.5825	74.0346	64.6137	68.73349999999999	142.4266	107.2459	0.0	243.79410000000001	58.6474	38.071	66.6024	139.0276	46.3434	66.2039	29.186999999999998	100.5977	89.4125	21.7522	85.2783	81.3668	168.599	30.691200000000002	75.1814	61.9196	62.2598	34.607	96.155	69.6994	89.5125	42.010099999999994	109.47399999999999	172.09029999999998	35.2115
K05594	ElaB protein	37.3214	176.4548	363.506	0.0	0.0	20.1226	178.3023	134.60739999999998	21.6667	196.85989999999998	53.3908	498.508	266.06	52.063900000000004	60.94969999999999	325.4775	5.9167	117.5706	617.3071	252.9492	229.64	124.25919999999999	843.6427	390.0448	129.0	390.7032	249.0	411.8002	191.6736	840.2944	43.0	612.1922000000001	404.1057	150.5874	321.377	19.0	30.321199999999997	205.9428	0.0	106.9801
K05595	multiple antibiotic resistance protein	114.2127	800.1591	606.0351	9.8249	85.07990000000001	74.3714	722.7495	705.2618	1406.7004	1449.0375	999.9945	1135.5798	1084.7042	636.7847	932.6422	898.6532	1184.2866	715.0174999999999	1371.5904	1127.3909	1003.0023	721.0601	1061.2576	1199.3144	1332.1051	1818.7578	1392.2834	959.3439	1215.2754	1585.683	1103.2439	889.1368	830.2378	463.9872	663.6523	1015.6689	297.0533	533.8706	667.1538	733.0802
K05596	LysR family transcriptional regulator, chromosome initiation inhibitor	36.3373	18.4684	308.00210000000004	0.0	0.0	22.5156	443.1028	134.0054	67.4815	346.77340000000004	84.7492	235.8315	53.088300000000004	287.77639999999997	612.4379	350.1168	23.2999	200.16699999999997	377.8854	475.9298	118.7865	487.5643	112.8911	406.8268	69.8039	181.5753	126.2647	195.8521	25.1481	239.50629999999998	26.2124	21.9159	63.4902	205.3345	35.7047	86.7418	234.54330000000002	34.9588	223.2266	203.4194
K05601	hydroxylamine reductase [EC:1.7.99.1]	8.6003	332.813	282.39979999999997	5.8361	145.23	0.0	21.4218	434.8967	869.4378	195.0035	916.6353	229.4214	789.1848	4.2651	734.1074	14.392800000000001	923.2431	45.0471	321.7087	397.6528	453.58500000000004	104.4277	209.9162	6.9267	613.6857	118.5102	719.7151	3.4236	734.9738	317.5618	563.8976	23.8305	406.7787	167.07240000000002	374.74	399.3602	3.1273	61.2217	755.4631	21.4677
K05602	histidinol-phosphatase [EC:3.1.3.15]	32.612899999999996	0.0	0.0	12.3283	0.0	52.4471	444.4692	0.0	0.0	799.3788	0.0	186.5568	0.0	293.45889999999997	0.0	501.99	0.0	473.27549999999997	0.0	506.8834	0.0	559.6768	0.0	349.1086	0.0	962.7006	14.8437	281.92449999999997	0.0	373.98019999999997	0.0	117.264	0.0	191.95409999999998	0.0	0.0	337.22990000000004	58.4719	0.0	303.0939
K05605	3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	4.5091	0.0	0.0	0.0	0.0	47.9061	150.2979	0.0	0.0	294.79510000000005	0.0	58.6514	0.0	102.5612	0.0	262.852	0.0	115.7945	0.0	522.4963	0.0	299.8007	0.0	222.0164	0.0	273.0202	28.0	408.5424	0.0	318.5521	0.0	392.9581	0.0	41.407399999999996	0.0	0.0	0.0	63.5565	0.0	80.4793
K05606	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	19.4113	254.5582	221.696	3.2194	13.0	34.3213	130.3841	208.2418	362.849	348.6952	404.3965	35.2329	213.1299	112.1558	526.2146	330.8812	408.7579	161.9129	175.4663	659.2712	253.58159999999998	366.657	205.79430000000002	205.7046	176.747	262.3184	253.0283	84.4914	277.6425	512.6258	120.34519999999999	67.3575	324.2508	147.6149	267.497	137.5319	119.1265	70.3782	283.3522	119.892
K05685	macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]	142.1171	176.8065	369.4094	0.0	126.4541	9.4267	173.2698	249.0272	27.0185	211.0515	73.7325	567.0942	309.7271	43.5919	221.67989999999998	121.9655	49.9013	166.7149	564.4141999999999	316.3089	361.75739999999996	110.60199999999999	1211.5289	309.2565	146.7312	363.53970000000004	373.80680000000007	503.97769999999997	325.0605	223.2867	55.0857	391.6451	583.8983	217.09070000000003	296.5258	53.97	25.903100000000002	147.3616	0.0	93.9102
K05708	3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.6736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05710	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component	0.0	0.0	0.0	0.0	0.0	40.0	5.4182	0.0	0.0	27.900199999999998	0.0	0.0	0.0	174.71519999999998	0.0	0.0	0.0	14.0	0.0	71.8909	0.0	10.8179	0.0	28.0	0.0	410.1515	21.0603	54.6121	0.0	0.0	0.0	91.0	0.0	12.0	0.0	0.0	3.0	0.0	0.0	15.3121
K05711	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05713	2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.6645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05714	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05770	translocator protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5671	0.0	0.0	0.0	0.0	0.0	32.2335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.388	0.0	0.0	0.0	4.7586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05772	tungstate transport system substrate-binding protein	0.0	35.4298	26.7448	0.0	0.0	0.0	0.0	35.2186	39.1994	21.0	0.0	0.0	0.0	0.0	35.2357	12.8657	27.398	3.1876	23.0	44.2167	45.177	15.5922	12.0	0.0	33.7643	7.8793999999999995	0.0	0.0	0.0	9.5592	26.0586	0.0	13.254	0.0	22.1331	9.6581	0.0	0.0	16.9756	0.0
K05773	tungstate transport system permease protein	0.0	46.0895	25.759	0.0	0.0	0.0	0.0	87.4213	119.1241	31.6436	61.9379	0.0	75.7807	3.9813	21.0649	9.6739	74.8543	0.0	22.1126	38.2424	27.6537	17.4747	12.0	0.0	9.1198	0.0	67.5758	0.0	44.2237	9.0	16.5065	0.0	20.5313	0.0	16.6032	27.9161	0.0	0.0	0.0	0.0
K05775	maltose operon periplasmic protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	18.3154	0.0	6.866	0.0	13.8361	0.0	16.2539	0.0	7.3831	0.0	0.0	0.0	0.0	0.0	6.8393
K05776	molybdate transport system ATP-binding protein	114.0	9.8503	36.588	0.0	92.3885	0.0	24.8229	55.287099999999995	0.0	90.0649	122.3099	315.7172	48.2912	34.5809	254.3279	10.1426	20.7423	43.7565	61.5908	0.0	0.0	0.0	178.788	94.0193	0.0	37.7906	58.0801	104.515	52.2077	137.59120000000001	0.0	97.7139	62.0863	143.7567	198.6703	33.0	7.4845	95.84479999999999	0.0	66.88759999999999
K05785	transcriptional antiterminator RfaH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	27.5364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05786	chloramphenicol-sensitive protein RarD	326.8206	824.584	1299.5197	27.119100000000003	422.7972	59.474000000000004	694.6850999999999	829.6515	1015.5363	1387.0602999999999	789.7302	1595.8709000000001	1448.9709	419.6352	1609.28	1166.3131	1146.3356999999999	686.7766	1635.0666999999999	1353.18	1298.4174	865.7387	1771.7552	1285.4016	1054.8593	1183.1361	1396.6217	1155.5388	1153.7032	1317.687	929.3479	1038.6416000000002	790.2734	786.5634	966.9284	1159.2221	691.9089	437.0198	822.3611999999999	675.8181999999999
K05787	DNA-binding protein HU-alpha	107.0	0.0	383.6703	6.7582	165.02929999999998	3.9038	40.8241	65.4505	22.8242	135.6474	124.7802	0.0	189.652	61.0	297.4835	31.443199999999997	18.3223	122.8608	0.0	240.13549999999998	13.4945	10.0224	329.1904	145.95069999999998	0.0	54.06	55.4212	123.1469	24.4725	105.3237	9.3919	130.6122	43.4396	128.99630000000002	24.7582	37.5385	8.0	96.2491	0.0	113.7088
K05788	integration host factor subunit beta	150.6046	245.15030000000002	632.9301	2.8857	183.3996	9.6231	180.4719	200.40339999999998	12.7965	305.96500000000003	102.83680000000001	852.538	330.32280000000003	86.86670000000001	216.1361	210.01330000000002	9.3474	194.1215	659.7088	460.3078	312.9754	152.6465	1033.1804	460.9549	163.4737	379.4246	241.8175	591.9714	199.7265	740.0541000000001	47.649100000000004	665.9494000000001	648.4501	187.12529999999998	425.97540000000004	34.0	38.2397	183.0023	3.5263	133.7484
K05789	chain length determinant protein (polysaccharide antigen chain regulator)	136.0	0.0	72.1871	0.0	200.8026	0.0	43.8499	0.0	0.0	0.0	0.0	121.0132	121.2231	0.0	0.0	0.0	6.2917	29.4656	62.5479	0.0	6.1194	0.0	142.80200000000002	0.0	0.0	0.0	0.0	8.2919	11.4707	27.0353	0.0	98.0	6.1694	11.32	14.0626	0.0	6.6914	0.0	0.0	9.6383
K05791	tellurium resistance protein TerZ	15.0	20.761499999999998	36.297399999999996	0.0	0.0	5.8061	246.0739	6.117	62.077	104.3931	73.1348	97.9049	37.0	30.2528	28.0	583.6144	28.6	48.0769	24.0	129.5469	17.0	147.13389999999998	21.5763	81.31110000000001	73.3511	89.2079	55.8756	273.6504	22.6923	87.0601	19.0	75.0	22.0	178.1162	16.0	0.0	352.6783	101.301	32.5333	187.2181
K05792	tellurite resistance protein TerA	0.0	28.3951	261.4336	0.0	33.8657	0.0	0.0	0.0	7.1598	13.1328	0.0	0.0	5.2556	0.0	49.5846	5.9314	50.165099999999995	4.4346	0.0	27.0	14.4026	10.6395	0.0	7.888	22.8667	0.0	5.0817	0.0	37.397099999999995	13.5417	44.3863	0.0	0.0	12.571	3.588	14.0	0.0	0.0	31.7778	0.0
K05794	tellurite resistance protein TerC	61.0973	845.2334	681.8177999999999	4.2933	54.5734	91.9234	549.0169	570.0109	1224.9733	1036.7669	837.1339	636.066	1062.9623	497.59499999999997	1170.8328000000001	831.468	943.3584000000001	502.9121	1772.0283000000002	1037.9133	1177.6591	821.8627	1008.9715	1109.9008999999999	1293.6689000000001	1160.8897	1222.594	447.4513	1208.6811	968.9346	1259.2146	460.6346	598.1107	325.7486	432.2233	1274.3633	394.30690000000004	232.8476	629.0219	560.4965
K05795	tellurium resistance protein TerD	15.0	100.1131	345.1864	0.0	43.1216	13.6809	349.7562	5.3457	369.6394	186.123	244.8801	115.1893	232.7727	24.2107	230.6849	570.4989	296.1135	92.9243	27.6901	381.8975	57.6007	143.9619	33.2449	159.25990000000002	243.269	197.4552	182.4629	317.5328	144.75650000000002	169.996	182.5614	113.2354	70.0103	178.6563	83.5609	86.4824	250.82150000000001	169.8543	294.5385	286.5957
K05799	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	242.2252	687.3969	1035.2681	21.4688	23.0084	41.7352	589.8549	706.2893	1443.1372	854.6382	1130.7582	1183.0708	1214.8542	501.5538	2364.0436	553.8014000000001	1537.8361	458.8181	1621.4428	1175.0261	1301.3932	842.3648	1250.2554	1190.7361	1382.1243	957.2158	1385.1704	740.0197000000001	1294.8939	1657.3178	994.2126000000001	362.1443	923.7138	548.2067	1032.5375	993.5975999999999	752.396	235.8238	1213.1139	396.3143
K05801	DnaJ like chaperone protein	143.68630000000002	258.9402	328.7232	6.2951	367.613	8.672699999999999	189.4156	419.2568	303.3833	222.5125	609.4835	374.26290000000006	681.8116	49.4285	957.2925	118.3417	433.4578	92.1991	312.2759	473.4665	178.1594	104.1779	359.13120000000004	92.2441	253.5185	141.6529	370.3354	211.3802	523.1602	400.7511	175.7469	173.4604	155.6109	235.18089999999998	321.0781	210.507	21.9322	211.6685	263.4996	156.8529
K05802	potassium-dependent mechanosensitive channel	120.3145	0.0	0.0	0.0	175.1037	0.0	0.0	80.4199	16.17	98.0	33.5152	0.0	158.3827	30.0802	240.6215	14.0	0.0	0.0	0.0	84.4001	9.9721	0.0	258.4498	95.8086	0.0	18.6267	38.994	90.25150000000001	93.8875	0.0	8.2275	90.2457	92.1715	0.0	231.8778	29.0	12.6906	30.2251	0.0	22.3369
K05803	lipoprotein NlpI	101.0	115.8456	267.0987	0.0	175.00619999999998	0.0	7.4713	90.5149	8.9524	96.8673	124.5552	308.8195	8.9512	34.7996	252.9501	22.7919	21.0403	45.0632	91.3182	153.6619	16.6223	0.0	502.72720000000004	116.3984	9.0307	13.9886	38.6848	141.673	92.7172	137.8433	9.621	77.0	117.4882	163.4303	114.1355	35.0	19.4173	40.6115	0.0	68.2281
K05805	CreA protein	29.8667	103.2719	206.8297	7.0033	0.0	17.0939	145.2177	90.0824	16.4322	204.0643	40.696	598.9741	204.0	28.6238	38.6484	97.3272	0.0	106.8659	537.0	247.1695	291.0	116.54429999999999	815.0	389.5226	129.0	285.6715	274.0	461.3423	205.2179	693.1370000000001	27.0	524.7094	473.6172	102.10560000000001	349.0147	24.5769	54.5217	100.8863	0.0	151.6742
