KO_ID	KO_function	SRS016474	SRS016529	SRS016569	SRS016575	SRS016647	SRS016665	SRS016740	SRS016746	SRS016815	SRS016858	SRS016876	SRS016969	SRS017007	SRS017025	SRS017076	SRS017088	SRS017120	SRS017139	SRS017209	SRS017227	SRS017279	SRS017304	SRS017324	SRS017330	SRS1041125
K06877	DEAD/DEAH box helicase domain-containing protein	220.5289	494.334	492.4655	360.4388	537.9604999999999	319.9739	148.8741	723.225	1071.2309	795.595	89.2583	797.9363999999999	6.9332	178.3678	528.5482	0.0	687.9529	1020.9422999999999	34.0188	719.5527	355.8856	701.4175	170.34019999999998	135.1704	123.0258
K06878	tRNA-binding protein	8.6015	0.0	0.0	5.8889	0.0	0.0	0.0	0.0	40.5458	20.1517	0.0	21.2281	0.0	0.0	0.0	0.0	19.4013	0.0	0.0	5.5733	9.2788	0.0	19.6247	0.0	0.0
K06879	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	35.5667	1149.5333	0.0	94.4548	70.9858	49.1821	101.3238	186.5643	186.76670000000001	53.0	37.3009	739.9399	280.6107	258.58570000000003	0.0	0.0	122.0524	84.57050000000001	519.8417	180.8774	71.4833	120.0	126.38820000000001	0.0	7.269
K06880	erythromycin esterase [EC:3.1.1.-]	17.4931	0.0	104.0855	60.2229	0.0	20.7277	68.58269999999999	10.8213	132.6636	7.8457	0.0	179.9533	105.62259999999999	0.0	58.8784	0.0	215.0497	42.1729	35.3981	58.9203	14.4899	0.0	31.7357	0.0	0.0
K06881	bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	433.8041	1413.4107	2047.4885000000002	1302.7634	453.7457	703.3679000000001	1025.7703999999999	1068.0543	2450.2488	419.938	489.4219	3720.1823	1642.8148	251.5642	1109.3877	328.37420000000003	1971.2168000000001	2015.8815	1433.4494	1118.469	390.9696	450.2975	904.8637	29.736	12.8219
K06882	uncharacterized protein	83.854	8.8557	14.8693	186.7496	0.0	130.9413	0.0	69.6528	56.0859	0.0	75.7133	1009.4108	747.9291	0.0	0.0	0.0	14.1458	279.5403	302.793	178.796	52.3792	12.4279	183.8819	0.0	0.0
K06884	uncharacterized protein	55.5193	0.0	213.92319999999998	245.6661	23.4659	103.4093	546.1315999999999	35.956700000000005	499.029	58.9768	51.5673	498.5031	9.819	0.0	8.3952	0.0	114.35239999999999	134.92239999999998	61.2428	78.9316	9.6064	0.0	4.4381	0.0	0.0
K06885	uncharacterized protein	62.0971	864.7641	570.5316	606.8616999999999	305.2626	183.0986	364.6316	318.631	578.4923	164.5002	208.8408	1083.021	1082.9072	237.15460000000002	685.7330000000001	106.2882	358.7177	491.0008	457.3902	678.565	181.6098	109.71940000000001	365.2883	18.0469	10.9067
K06886	hemoglobin	117.9366	101.0	346.137	161.3178	7.4083	90.0245	144.9489	413.9373	415.1178	7.6388	42.3584	668.4643	1355.9202	197.625	18.9427	132.7555	311.6442	755.7387	805.5572000000001	731.9511	161.4541	139.0628	7.2536	5.2601	57.0
K06887	uncharacterized protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8553	0.0	0.0	0.0	90.7526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06888	uncharacterized protein	7.9863	0.0	0.0	12.4905	0.0	46.5445	0.0	0.0	0.0	0.0	14.9426	0.0	0.0	0.0	0.0	0.0	0.0	40.0989	0.0	20.6607	0.0	67.1366	0.0	0.0	0.0
K06889	uncharacterized protein	342.8261	127.443	538.0246	1388.4892	201.3749	419.9305	346.6075	786.6024	647.3514	38.0157	517.1317	2243.7245000000003	715.5146	170.2326	76.7618	0.0	322.1374	1252.5973999999999	701.0794	785.099	168.3133	134.4718	133.9081	108.2243	0.0
K06890	uncharacterized protein	237.3852	1268.335	1586.6074	392.1556	586.0772	230.54070000000002	602.4582	220.2277	1598.1653	318.6404	109.4473	2770.6374	1885.9206	239.4025	1160.9878	482.8657	1315.5384	613.7767	932.8955000000001	426.5462	352.2717	435.9206	761.2556	63.2715	26.9195
K06891	ATP-dependent Clp protease adaptor protein ClpS	587.2841	491.1083	877.5574	1278.7539	349.1357	603.3797999999999	253.837	1192.9349	1570.008	461.4293	651.366	2191.2633	1621.4322000000002	384.7554	240.0666	30.8397	884.3939	2068.5111	1151.4578	1547.5245	326.8742	714.6192	410.9494	503.7216	217.9304
K06893	uncharacterized protein	76.9699	206.58970000000002	17.3667	393.3396	16.6949	54.3448	24.2667	196.4329	161.587	0.0	20.4513	33.0887	460.4616	61.206599999999995	0.0	199.5744	21.5385	122.95000000000002	32.5128	174.2285	141.4564	13.8528	40.7128	7.6362	3.4874
K06894	alpha-2-macroglobulin	86.4394	20.545	242.8819	438.44079999999997	162.411	249.68929999999997	426.4051	293.1341	772.1735	79.4848	282.558	1363.7006999999999	380.2142	103.9905	97.8098	0.0	475.219	533.9341000000001	497.8097	695.7816	39.448899999999995	126.8592	364.99330000000003	0.0	0.0
K06895	L-lysine exporter family protein LysE/ArgO	187.9932	1114.3615	687.9798	463.2251	553.5914	282.8016	300.0923	517.1148	1074.4623	165.1311	269.7192	1097.2591	835.7106	72.1846	625.9141	7.6472	810.7080000000001	511.5017	169.8508	671.0386	295.2817	326.4429	324.08799999999997	13.1891	3.7995
K06896	maltose 6'-phosphate phosphatase [EC:3.1.3.90]	165.6844	1609.3599000000002	741.1586	300.4355	629.2916	100.78309999999999	269.1862	690.1669	739.8794	495.0877	86.503	822.3602999999999	1499.1084	576.1997	689.2384999999999	319.5041	1447.1832	454.9268	735.6646999999999	233.47160000000002	427.0827	450.62940000000003	309.5608	479.5983	112.55359999999999
K06897	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]	8.6804	0.0	0.0	17.7727	0.0	0.0	0.0	11.1173	0.0	0.0	0.0	6.2572	0.0	0.0	0.0	0.0	0.0	16.3698	0.0	20.7761	0.0	0.0	0.0	0.0	0.0
K06898	pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]	58.6987	136.4723	180.6941	34.9081	119.2803	7.3989	59.8137	0.0	471.0325	143.74200000000002	39.2877	471.1325	148.3087	14.0	474.3895	0.0	373.342	120.7064	113.6144	95.24640000000001	35.025	17.5509	65.9399	0.0	0.0
K06899	nucleoid-associated protein	72.379	1221.0312999999999	277.7662	121.4503	120.6224	76.8504	117.6786	323.8266	227.9683	59.0	17.4331	695.3908	353.166	370.5657	7.293	10.3171	45.5506	114.5626	579.5477	168.3391	48.4671	200.0306	78.2999	0.0	24.347
K06900	cGAMP-activated phospholipase [EC:3.1.1.32 3.1.1.-]	0.0	11.726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06901	adenine/guanine/hypoxanthine permease	853.7337	4642.1741	4122.1112	1225.5488	1546.75	816.1871	1452.3853	2422.1854	4349.7809	1164.2206999999999	603.6376	6284.6355	5772.3848	1267.282	2089.3045	462.4431	3852.7452	3068.0669000000003	3187.7331	2044.1355	1155.4638	1492.0122	1634.5219	892.7564	213.0285
K06902	MFS transporter, UMF1 family	466.8984	444.7948	351.8659	385.43690000000004	331.5612	405.7279	160.9974	850.0369000000001	1199.8483	661.6223	394.1022	971.4148	612.4888	265.8555	349.4389	0.0	725.1979	1050.9761999999998	252.5991	682.4632	306.4098	594.5183	263.2753	559.8645	128.361
K06903	Bacteriophage baseplate protein W	42.0241	0.0	240.0301	155.6069	0.0	0.0	15.6607	50.6922	46.118	0.0	77.2099	126.96770000000001	71.7179	56.8865	10.4365	19.9572	47.7293	137.2515	0.0	265.1083	50.208	103.0902	27.4345	0.0	0.0
K06904	Escherichia/Staphylococcus phage prohead protease	806.9606	411.2296	242.283	253.06	60.552	418.4816	155.6637	1111.0726	592.1859000000001	51.7121	107.9062	1425.3496	249.993	296.9999	2194.2703	24.4436	1011.2773	1958.0162	580.6124	538.8534	30.3178	36.8614	479.1876	705.6705	48.0237
K06905	Bacteriophage probable baseplate hub protein	83.1593	6.5997	285.7368	253.5417	6.8329	21.656399999999998	214.9724	139.8585	206.2286	38.2386	202.0792	557.496	372.5884	127.0817	70.5535	33.3163	92.90719999999999	296.0396	168.3572	340.92580000000004	54.6566	184.196	109.6499	22.3722	0.0
K06906	phage tail protein	83.1914	0.0	231.948	164.3243	0.0	5.9579	89.1534	125.9796	121.8301	39.488699999999994	139.0702	136.0661	6.7534	127.14189999999999	13.5775	26.5267	15.0388	169.6352	19.4409	303.8541	55.879599999999996	127.59949999999999	62.9148	29.0122	0.0
K06907	Bacteriophage tail sheath protein	46.331399999999995	0.0	216.7305	131.2638	0.0	0.0	0.0	66.5638	24.2455	0.0	80.6334	145.9259	82.6675	115.9428	34.549099999999996	11.8926	66.0937	119.0866	5.0315	159.6052	59.7793	126.7199	64.22540000000001	15.2575	0.0
K06908	Bacteriophage tail tube protein	88.5763	9.6439	295.4368	233.3465	0.0	42.3762	222.8624	139.96800000000002	251.93280000000001	30.0	206.1847	608.2941	384.4774	128.9014	75.0949	17.8086	116.5208	291.1169	232.0625	333.0732	58.0	201.5104	126.21430000000001	11.0	0.0
K06909	phage terminase large subunit	128.3516	727.4977	1342.1951999999999	531.2689	89.6653	255.7498	555.0672	900.8047	1083.5704	151.3816	288.1128	871.1326	1379.3927	229.1362	368.51869999999997	268.8263	743.3481	887.6086	893.0759	827.7804	250.2302	65.779	198.0044	57.2962	0.0
K06911	quercetin 2,3-dioxygenase [EC:1.13.11.24]	120.6102	400.7363	336.5522	238.6078	95.7075	184.3169	29.675600000000003	118.6816	404.59909999999996	143.3734	97.6808	323.59680000000003	315.23150000000004	365.3268	77.0868	10.2163	307.0371	337.3811	24.9968	829.0067	249.2338	343.482	24.7257	18.946199999999997	3.8962
K06915	DNA double-strand break repair helicase HerA and related ATPase	271.9851	2156.3720000000003	1496.804	787.2171999999999	301.3321	393.777	313.77660000000003	868.4794	1753.4529	466.20029999999997	448.8365	2697.199	2317.3928	525.7106	530.3358	41.7231	1028.92	1007.6197999999999	1342.7685999999999	1272.868	391.6105	409.0912	435.5751	8.3684	17.317700000000002
K06916	cell division protein ZapE	39.4313	0.0	357.51099999999997	165.981	0.0	81.85889999999999	90.5967	108.2174	392.5779	0.0	79.92099999999999	552.0397	1703.0844	140.5007	11.4776	30.5154	279.7739	257.0096	576.7766	563.5459	102.8294	72.1599	0.0	0.0	0.0
K06917	tRNA 2-selenouridine synthase [EC:2.9.1.3]	74.0067	0.0	64.6288	87.628	0.0	70.2416	28.2212	7.4551	177.7982	17.8323	40.2797	341.8266	16.6865	15.4209	43.376	0.0	13.7183	148.74689999999998	48.37	89.0412	11.9643	32.9135	20.8194	0.0	0.0
K06918	uncharacterized protein	29.3381	1012.8052	221.8811	70.3717	75.58160000000001	45.599500000000006	127.6036	60.96849999999999	191.3164	60.0369	10.6283	175.9014	0.0	259.9408	0.0	11.2787	83.4717	98.0467	73.2679	158.2696	61.0	135.7094	64.5376	0.0	5.9362
K06919	putative DNA primase/helicase	466.15099999999995	434.339	665.6884	442.3175	246.5917	240.5716	169.9299	903.5459	482.65880000000004	221.66549999999998	147.7246	811.941	1960.0192000000002	179.266	500.98720000000003	355.75300000000004	1069.0818	1270.6154	522.2465	461.8797	219.4748	495.5288	309.749	142.63150000000002	12.058399999999999
K06920	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	244.2424	1829.5756999999999	1602.1171	572.5138000000001	455.8233	205.6343	733.8977	305.359	2145.3202	400.5495	241.4797	3879.5197000000003	2662.7662	554.5145	393.7942	273.3658	1143.4026000000001	1217.8112	1402.8416	1011.5789	452.89459999999997	400.8192	678.7785	57.422799999999995	24.898400000000002
K06921	uncharacterized protein	51.059	242.893	1162.781	226.946	339.7969	54.3339	641.7822	142.71339999999998	776.0862	146.4608	64.2024	1344.1456	1264.6944	73.6597	124.7162	5.0136	822.5752	200.8807	201.8747	330.3127	139.9664	69.06739999999999	233.3953	0.0	0.0
K06922	uncharacterized protein	80.0548	0.0	0.0	204.7205	9.5253	254.5347	0.0	286.2149	41.8485	0.0	105.92769999999999	23.3262	0.0	12.2795	0.0	0.0	0.0	572.4625	0.0	251.9544	0.0	101.8125	0.0	0.0	0.0
K06923	uncharacterized protein	150.4373	12.710099999999999	155.5022	322.21479999999997	27.3526	128.2598	206.4712	155.732	527.2852	18.7928	195.9295	949.7251	1622.1649000000002	130.6131	93.5081	18.0	273.3971	817.6245	727.827	659.4329	113.53639999999999	203.5207	48.872699999999995	9.8493	0.0
K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	860.0381	3179.9976	3472.2792	1966.4399	1149.3851	1076.0635	1781.2753	1891.7526	4705.9691	1236.0649	911.3587	6987.7946	5430.2313	1009.2369	2076.1395	543.6747	3317.1226	2695.9388	2757.4535	2359.3376	851.6633	1337.2678	1588.1674	658.1169	134.4745
K06926	uncharacterized protein	680.2877	60.7093	1302.0809	1552.4236	266.4229	1182.4798	727.7067	2261.3875	2288.3123	415.40560000000005	846.2436	1849.6167	1372.4248	402.1035	289.4898	13.9658	1010.3908	2689.9188	874.0058	1944.75	246.7885	703.2760000000001	773.4907	34.8341	149.0699
K06928	nucleoside-triphosphatase [EC:3.6.1.15]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0537	0.0	0.0	6.9848	0.0	0.0	0.0	0.0	9.6253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06929	uncharacterized protein	120.7323	2021.9347	1096.4411	180.96380000000002	764.2669	52.577600000000004	294.2283	312.212	621.0512	578.6904	41.1569	768.7393	1077.3165999999999	333.26210000000003	1739.837	442.1742	854.6878	489.1949	249.1222	288.692	474.7509	274.0807	329.2634	632.1311000000001	135.7412
K06933	uncharacterized protein	0.0	0.0	43.0	11.646	0.0	9.9571	0.0	29.030900000000003	20.0	0.0	0.0	24.7853	11.6929	0.0	0.0	0.0	4.3745	0.0	0.0	39.4636	0.0	0.0	16.2409	0.0	0.0
K06934	uncharacterized protein	0.0	7.5664	21.019	13.294	7.0723	0.0	84.26950000000001	0.0	48.531	9.6527	0.0	101.9394	64.29690000000001	0.0	52.7178	0.0	131.5478	3.0233	58.8913	39.0	0.0	0.0	25.1119	0.0	0.0
K06936	archaeosine synthase beta-subunit [EC:2.6.1.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06937	tetraether lipid synthase [EC:1.21.98.5]	19.6325	0.0	0.0	9.2958	0.0	11.0751	0.0	39.7227	0.0	0.0	0.0	0.0	0.0	4.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4727	0.0	11.3122	0.0
K06938	uncharacterized protein	18.9484	0.0	0.0	129.6934	10.687	44.231	0.0	106.80449999999999	43.350300000000004	0.0	32.0117	9.7778	1766.1762	127.57220000000001	0.0	0.0	42.3049	116.41579999999999	119.6098	196.1098	0.0	82.2992	12.0	0.0	0.0
K06940	uncharacterized protein	80.4999	886.4780000000001	805.3244000000001	172.7348	170.476	49.1888	172.6229	181.0208	445.373	218.7856	61.0388	784.0354	718.4169	203.5852	910.7004000000001	266.0329	402.11899999999997	366.6897	697.5157	192.1919	146.5606	155.86970000000002	150.311	9.2646	27.0989
K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	711.6172	3286.5107	3107.1169	1599.5009	987.7207	936.4143	1434.4007	1586.4005	4304.4557	1060.4022	862.4486	5683.5777	4653.5264	885.9521	1676.2015000000001	400.71799999999996	3073.553	2706.1502	2662.6158	2498.8248	864.3845	983.0499	1709.0347	591.8445	193.2262
K06942	ribosome-binding ATPase	444.5055	2152.045	3063.1784000000002	1700.9704	802.6086	968.7297	1676.3431	1079.5038	2849.2507	786.3611	726.5225	5910.8861	4219.1712	771.6254	2148.0899	385.57959999999997	1982.4561999999999	1922.6624	2347.8388999999997	1622.8772	520.0986	1095.4272	1066.2961	46.960499999999996	92.164
K06945	uncharacterized protein	205.4486	0.0	522.905	427.6568	8.4004	237.3245	72.406	819.1768	313.6983	4.9293	234.2345	562.6420999999999	1071.5791	199.8502	17.9888	13.0	333.2924	939.1975	806.1471	621.4074	69.6816	343.1161	13.6574	4.7037	6.1741
K06946	uncharacterized protein	47.5791	0.0	30.653	45.5796	0.0	24.6538	84.29339999999999	52.819100000000006	28.5595	0.0	26.479100000000003	155.4456	23.606299999999997	0.0	76.0338	0.0	394.3764	145.5858	50.5148	104.9499	0.0	105.907	0.0	0.0	8.5658
K06948	30S ribosome assembly GTPase	55.0218	1030.6293	714.9693	160.4871	229.6637	97.9633	225.6843	91.1245	532.7357	190.5887	13.791599999999999	344.0103	698.0868	309.8303	854.5949	463.5863	691.0405000000001	296.6166	476.0548	122.5904	283.8152	210.273	216.1121	33.6288	10.0
K06949	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	740.5015999999999	3356.9887	2871.849	1586.4684	1194.3934	894.0014	1257.7461	1785.3889	4069.3871	1044.1728	878.5539	6373.0719	5123.8705	965.2743	2038.27	351.2984	3370.9231999999997	2757.5048	2924.6328	2417.4054	950.6091	1263.2089	1201.1109	617.0404	128.3306
K06950	uncharacterized protein	140.3732	1048.7232	1390.9885	346.7483	548.7888	140.4741	1045.501	238.486	2458.1192	513.9561	80.5205	1214.7217	809.0617	77.9949	1294.0133	4.4667	1726.2259	469.6804	381.3459	454.7383	349.2115	156.5365	554.2306	15.0	8.0
K06952	5'-nucleotidase [EC:3.1.3.89]	0.0	82.1277	11.3939	0.0	0.0	0.0	14.1667	411.1195	77.0	0.0	0.0	249.78750000000002	70.3132	0.0	12.0	0.0	35.0674	33.8326	0.0	29.5246	0.0	0.0	0.0	0.0	0.0
K06956	uncharacterized protein	44.6458	17.1061	353.2362	157.398	76.376	68.9939	30.799799999999998	172.7774	413.68219999999997	68.1343	42.214800000000004	868.8962	381.9089	294.7645	0.0	104.3344	325.0828	479.0494	73.74289999999999	114.1812	0.0	196.6206	20.7852	9.9835	10.1685
K06957	tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]	23.1904	1065.7395	72.4676	81.2773	93.8249	43.6612	55.5301	41.7245	0.0	68.1355	0.0	163.8085	0.0	305.1384	20.6302	0.0	46.8905	23.7945	0.0	74.3347	46.31	127.7072	0.0	0.0	4.5239
K06958	RNase adapter protein RapZ	669.7911	3032.8248	2576.0581	916.9492	798.8502	685.7218	888.1011	1199.8002	2878.751	916.6303	457.1469	2937.093	2771.0241	911.4156	1551.3985	480.0702	2523.2087	1914.7441	1577.4771999999998	1203.6329	745.011	998.7517	787.2479000000001	515.626	269.2983
K06959	protein Tex	466.6648	3503.8959	2446.111	930.5924	619.8597	649.1516	576.7841	1426.443	2006.4311	387.1871	456.172	3561.7144	3431.0986000000003	587.985	1169.4245	272.8081	1465.2689	2189.1663	2613.5589999999997	1251.1579	437.8224	546.1653	791.4708	250.1128	91.45870000000001
K06960	uncharacterized protein	487.2168	1603.0475000000001	2308.7007	764.9634	624.2121999999999	485.0509	1288.5038	593.801	3453.8379	929.2237	496.44	3093.4108	2089.3812	304.1337	1389.5329	288.20889999999997	1407.946	1294.8247999999999	862.8091	794.3543	578.6764	581.6652	573.623	612.8163	144.0803
K06962	uncharacterized protein	96.93530000000001	1126.5675999999999	821.1713	139.3016	326.6282	46.6042	441.0901	146.1095	849.3175	416.3833	46.4596	834.8956000000001	654.7249	68.2427	1309.4272	85.2239	725.6474000000001	308.8603	230.3864	86.4012	325.6119	86.8786	358.6423	29.2166	7.0
K06966	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06967	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	100.025	1552.0074	894.9404000000001	206.40709999999999	300.666	59.4128	523.5625	121.27340000000001	977.9463000000001	306.6503	69.6728	964.5831000000001	904.2005	300.3485	1215.6469	255.6162	1080.5569	469.8569	356.41159999999996	154.32240000000002	283.902	237.1077	252.20499999999998	43.6103	15.5232
K06968	23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]	64.9997	1310.9903000000002	330.7907	87.0	103.5016	45.9414	90.3986	129.448	254.5161	74.0	11.5785	335.6866	502.9681	308.9237	8.6915	18.097	176.1902	108.2396	351.53290000000004	87.73570000000001	58.0119	134.1644	180.4068	7.6419	3.9376
K06969	23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	113.6078	608.1606	1219.0688	192.1808	402.2207	164.4063	676.6193	173.2855	989.1745000000001	244.6857	19.5206	2261.6621	1689.8949	125.11160000000001	848.2553	102.5954	1179.8834	276.0072	403.3298	445.6361	256.4359	188.12009999999998	622.3212	25.848800000000004	13.5125
K06971	uncharacterized protein	0.0	0.0	82.1512	0.0	0.0	0.0	35.2796	0.0	61.274699999999996	13.8096	0.0	0.0	90.1404	0.0	6.7462	0.0	106.9421	0.0	0.0	0.0	11.0	15.0	17.4235	0.0	0.0
K06972	presequence protease [EC:3.4.24.-]	18.6773	373.90610000000004	589.4316	49.0205	131.157	24.988	113.5155	17.984	532.0849	120.79740000000001	58.9108	802.1754	619.5461	19.534	346.78679999999997	75.8013	492.39570000000003	112.7736	201.439	94.4375	58.032	40.4274	224.2086	0.0	0.0
K06973	uncharacterized protein	45.7061	90.2952	283.4266	340.4577	41.8982	70.1301	163.1181	141.1874	292.2223	26.0749	133.6676	854.673	284.2695	60.1656	63.747299999999996	79.4945	219.559	312.15319999999997	318.5259	278.58639999999997	27.6251	43.085499999999996	72.3834	0.0	0.0
K06974	archaemetzincin [EC:3.4.-.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6746	0.0	0.0	0.0	16.0385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.9263	0.0	0.0	0.0	0.0	0.0
K06975	uncharacterized protein	332.783	1340.8866	1555.9154	792.7129	209.2509	438.2906	561.4352	1040.2668	1122.7821999999999	132.4947	401.2202	2488.1748	2688.7788	507.1488	156.3825	177.87630000000001	893.8958	1634.4383	1411.1366	954.4506	337.8986	669.9704	411.9981	33.924	10.5363
K06976	uncharacterized protein	238.2671	117.7284	210.2355	213.9008	300.2453	117.37989999999999	70.8099	408.8168	498.51930000000004	193.159	150.5995	226.2249	105.45909999999999	136.1428	219.6921	0.0	416.6112	121.14789999999999	34.8331	290.5487	124.8762	458.4583	60.4639	602.4627	218.1266
K06978	uncharacterized protein	17.3198	0.0	0.0	6.6546	0.0	0.0	0.0	0.0	10.4546	0.0	63.8794	45.7191	0.0	0.0	0.0	0.0	0.0	0.0	8.6186	53.831900000000005	0.0	8.1675	0.0	0.0	0.0
K06979	macrolide phosphotransferase	193.2438	246.46759999999998	537.9014999999999	97.8255	415.8249	57.875099999999996	104.57650000000001	98.237	1091.0499	552.0106000000001	91.0895	750.8871	176.1095	53.3449	274.41159999999996	0.0	620.6603	99.3353	36.351299999999995	146.6385	129.6745	222.9995	165.9853	586.9927	56.5763
K06980	tRNA-modifying protein YgfZ	389.3206	1731.5524	851.163	482.7722	536.3935	384.1332	217.5333	894.0101	1812.5694	564.932	336.64099999999996	1496.3017	1629.5749	505.6548	412.43919999999997	7.5676	920.8863	982.2685	548.6334	800.9778	419.7097	632.1518	331.725	675.5214	102.2462
K06981	isopentenyl phosphate kinase [EC:2.7.4.26]	0.0	0.0	0.0	0.0	0.0	11.283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06985	aspartyl protease family protein	14.0647	0.0	6.65	267.3059	11.3271	43.2359	61.8489	55.397	299.6084	0.0	79.3497	404.84929999999997	6.1597	3.0	0.0	0.0	125.5687	24.0693	122.80449999999999	158.244	0.0	5.9246	74.0989	0.0	0.0
K06987	uncharacterized protein	28.9324	5.312	53.6408	60.58970000000001	0.0	47.9292	69.9956	73.4139	69.8529	0.0	7.7886	144.1508	92.6343	50.641099999999994	76.9924	0.0	178.8495	120.8673	171.2449	233.39260000000002	0.0	109.10260000000001	4.2138	10.0	10.0
K06988	8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	0.0	0.0	0.0	5.6093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.3955	0.0	39.9601	0.0	10.1356	0.0	0.0	0.0
K06989	aspartate dehydrogenase [EC:1.4.1.21]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4826	0.0	0.0	0.0	0.0	0.0
K06990	MEMO1 family protein	77.6679	0.0	0.0	102.0407	0.0	17.4912	0.0	17.978	0.0	0.0	183.4939	4.2364	0.0	0.0	0.0	0.0	5.5737	186.1509	0.0	138.3605	0.0	24.9468	0.0	0.0	0.0
K06992	uncharacterized protein	0.0	5.4373	0.0	0.0	4.3359	0.0	0.0	5.0295	55.0177	0.0	23.5233	0.0	57.0485	5.0295	0.0	0.0	7.3752	57.327999999999996	14.9559	162.9785	0.0	0.0	22.5693	0.0	0.0
K06993	ribonuclease H-related protein	25.357599999999998	435.7563	418.6838	25.2507	26.2671	44.8668	320.2707	126.5274	360.2147	98.8655	11.536100000000001	463.56989999999996	502.1537	79.1107	351.9588	257.5732	401.5272	312.6317	238.7488	76.9395	117.83829999999999	53.371300000000005	220.4281	0.0	3.3162
K06994	putative drug exporter of the RND superfamily	383.2695	489.8593	319.8063	383.7924	393.5209	337.2819	115.0082	1171.0265	537.9863	249.8352	228.0118	146.9338	80.1884	227.4354	574.6741999999999	0.0	642.3293	865.0005	24.919800000000002	359.9433	145.4146	766.8915000000001	74.4051	324.3301	73.0483
K06996	uncharacterized protein	250.8023	0.0	272.3388	324.32620000000003	0.0	272.3221	98.2541	595.0866	353.7487	0.0	248.5377	477.062	1313.7131	218.1642	11.0	9.9891	250.8962	548.5706	406.0683	490.1706	97.05290000000001	386.5958	8.1093	222.1268	49.1995
K06997	PLP dependent protein	803.2176000000001	2666.6917000000003	3046.5774	1691.8517	1110.6982	889.5202	1263.8125	2093.0551	4246.3451000000005	1026.0078	906.0904	5927.8462	4248.2218	978.2185	803.2713	459.3086	3527.108	2758.236	3275.8437	2473.6478	861.2037	1379.4905	1329.8498	525.9161	222.5231
K06998	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	39.845699999999994	382.888	883.2327	377.9336	72.794	295.3832	98.0729	678.3902	224.85949999999997	14.221	137.6557	973.7691	337.94849999999997	49.397999999999996	195.7895	0.0	329.58299999999997	86.9802	559.6842	118.2513	90.6461	221.4228	40.141999999999996	11.4919	0.0
K06999	phospholipase/carboxylesterase	78.5053	125.1988	103.4001	504.5149	202.4954	205.46890000000002	0.0	417.8035	221.1659	140.4382	221.2755	519.734	269.4963	120.7987	302.4502	0.0	174.55110000000002	510.7924	255.27159999999998	843.1813999999999	52.1235	236.65480000000002	25.7264	323.9085	75.6653
K07000	uncharacterized protein	68.916	5.6861	320.77279999999996	216.28	222.3824	117.4663	338.28749999999997	203.311	601.7156	78.0	145.2172	1188.4916	489.0914	46.1074	62.3776	0.0	608.2931	328.0881	284.787	416.6703	34.5109	116.73830000000001	395.14869999999996	0.0	0.0
