KO_ID	KO_function	SRS017381	SRS017387	SRS017439	SRS017445	SRS017511	SRS017533	SRS017634	SRS017691	SRS017713	SRS017751	SRS017757	SRS017808	SRS017814	SRS018055	SRS018061	SRS018145	SRS018157	SRS018300	SRS018337	SRS018357	SRS018394	SRS018439	SRS018479	SRS018501
K12508	feruloyl-CoA synthase [EC:6.2.1.34]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.6324
K12509	pilus assembly protein RcpB	0.0	0.0	0.0	37.7291	23.450400000000002	0.0	0.0	67.2043	0.0	0.0	37.5079	0.0	9.1052	0.0	80.8125	0.0	90.5067	0.0	7.7758	0.0	46.88889999999999	0.0	21.8373	0.0
K12510	tight adherence protein B	159.7578	44.2721	609.6368	1524.0623	928.582	713.9441	302.6459	351.8567	445.20529999999997	90.5283	1006.7683	284.272	897.5167	213.3905	405.1581	305.3748	700.4483	257.5544	1122.6852000000001	349.8179	509.4853	78.87989999999999	1495.0932	254.2778
K12511	tight adherence protein C	79.88980000000001	6.6307	369.9272	1004.1951	523.1161999999999	533.8922	169.5233	306.9749	385.6387	45.4593	389.6571	141.6985	642.3088	112.91590000000001	326.498	227.3444	312.8	120.4946	739.885	173.5393	377.8368	147.8847	738.9721	123.0159
K12512	tight adherence protein D	0.0	0.0	0.0	22.3677	15.903	0.0	0.0	66.8851	0.0	0.0	64.4317	0.0	8.6824	0.0	71.0	0.0	120.5882	0.0	3.682	0.0	31.5564	0.0	26.0931	0.0
K12513	tight adherence protein E	20.3471	0.0	0.0	22.532600000000002	12.4123	0.0	0.0	81.75760000000001	0.0	0.0	61.5649	0.0	2.0	0.0	71.75919999999999	0.0	99.4655	0.0	4.4574	0.0	27.7491	0.0	28.528399999999998	0.0
K12514	tight adherence protein F	0.0	0.0	0.0	18.7473	19.0291	0.0	0.0	79.2847	0.0	0.0	59.594	0.0	12.802	0.0	71.0	0.0	100.6791	0.0	8.3112	0.0	25.5665	0.0	25.3288	0.0
K12515	tight adherence protein G	0.0	0.0	0.0	17.7435	23.2168	0.0	0.0	72.7294	0.0	0.0	34.5183	0.0	7.8057	0.0	71.7769	0.0	91.3724	0.0	0.0	0.0	13.270900000000001	0.0	18.4112	0.0
K12516	putative surface-exposed virulence protein	1169.1767	116.546	2459.7092	711.6228	1487.4283	638.3907	217.6147	806.757	122.5588	833.2295	1290.8968	2170.3998	58.5117	1517.5364	59.868700000000004	6992.0887	2412.4259	13606.1398	47.6004	1639.3138	2219.2572999999998	2940.2339	612.8216	3027.1394
K12524	bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	495.368	0.0	1005.1399	932.7541000000001	251.6909	327.1844	27.41	344.2616	307.82370000000003	88.0688	780.9161	511.9581	244.1277	129.6371	501.581	517.8129	785.2883	1012.0617	75.7933	697.4389	544.8573	660.0424	555.2661	568.0088
K12527	putative selenate reductase [EC:1.97.1.9]	128.4864	0.0	188.0788	18.692999999999998	0.0	113.3375	0.0	11.8209	153.5175	41.0952	40.5929	316.5903	0.0	170.1383	0.0	488.8659	98.6652	299.135	119.9078	246.7648	12.4827	562.6750000000001	17.6426	305.922
K12528	putative selenate reductase molybdopterin-binding subunit	0.0	0.0	142.6035	77.3111	0.0	12.8242	0.0	0.0	121.5625	0.0	0.0	283.06759999999997	0.0	167.2571	0.0	403.1617	19.1123	0.0	125.4282	38.1638	111.8209	0.0	55.5526	182.1767
K12529	putative selenate reductase FAD-binding subunit	102.8391	0.0	87.152	82.2964	53.7612	140.5555	5.0485	50.9821	105.8615	0.0	66.7305	41.622	0.0	179.2937	4.1086	395.1959	20.0	687.3512000000001	111.8544	338.1319	231.61939999999998	497.2145	0.0	564.3259
K12536	ATP-binding cassette, subfamily C, type I secretion system permease/ATPase	0.0	0.0	0.0	14.1574	0.0	0.0	0.0	16.218	0.0	0.0	15.9441	0.0	0.0	0.0	0.0	0.0	0.0	70.9723	0.0	0.0	22.2272	0.0	45.2849	0.0
K12537	membrane fusion protein, type I secretion system	0.0	0.0	0.0	12.7547	8.7882	0.0	0.0	14.5195	0.0	0.0	13.3614	0.0	0.0	0.0	0.0	0.0	0.0	75.0631	0.0	0.0	20.581	8.9283	47.2469	0.0
K12541	ATP-binding cassette, subfamily C, bacterial LapB	271.0	0.0	325.6403	361.8405	96.3713	72.9696	0.0	94.89779999999999	775.1984	587.4307	432.5295	250.3314	44.8365	491.2278	156.6549	59.1273	434.877	50.7859	22.826300000000003	0.0	243.9669	1031.0425	401.6871	203.9139
K12542	membrane fusion protein, adhesin transport system	287.8678	0.0	100.9762	315.6155	84.11059999999999	69.6212	0.0	116.4334	798.0097999999999	641.391	535.2732	279.202	128.4238	490.3146	160.06810000000002	48.857	424.814	47.9427	26.0685	142.0471	265.7673	1068.8446999999999	345.3977	211.101
K12543	outer membrane protein, adhesin transport system	19.2315	0.0	16.4006	139.2047	0.0	6.7679	0.0	75.93639999999999	35.5435	0.0	183.83960000000002	21.606	29.3743	0.0	95.12870000000001	0.0	64.0387	46.6996	0.0	14.9708	65.5811	31.2506	145.802	134.2929
K12546	putative nodulation protein	0.0	16.920299999999997	0.0	583.4056	164.35590000000002	30.223100000000002	10.6302	62.2959	69.8258	35.705	198.5964	0.0	327.8243	462.715	72.44120000000001	38.5448	576.7347	73.2238	70.2079	9.1947	209.07389999999998	687.8938	316.1173	476.2114
K12552	penicillin-binding protein 1 [EC:3.4.-.-]	0.0	0.0	17.4156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.805	0.0	0.0	0.0	20.6961	0.0	20.487	0.0	0.0	0.0	0.0	0.0	0.0
K12554	alanine adding enzyme [EC:2.3.2.-]	15.4065	0.0	274.7985	95.4758	13.7727	190.8522	0.0	8.9482	118.10000000000001	5.9295	0.0	163.6717	0.0	98.299	48.5534	484.6168	30.3343	194.685	125.0	80.9511	142.1537	120.1445	27.9749	5.1071
K12555	penicillin-binding protein 2A [EC:2.4.99.28 3.4.16.4]	42.7948	0.0	192.7826	285.73310000000004	191.3209	339.8324	0.0	47.2996	156.3139	47.007400000000004	66.63159999999999	114.99010000000001	57.3042	145.8505	121.3781	610.468	0.0	78.6125	194.95280000000002	68.1377	159.903	101.9546	66.2836	43.8112
K12556	penicillin-binding protein 2X	48.8892	0.0	210.6324	34.176	145.36610000000002	226.93970000000002	0.0	20.0	162.8604	17.1312	42.5222	168.9888	57.84	0.0	121.9579	259.4668	0.0	279.31399999999996	122.0086	109.9639	53.3121	103.3521	62.140100000000004	17.4495
K12573	ribonuclease R [EC:3.1.13.1]	1151.2656	62.743300000000005	1473.0282	2203.1477999999997	770.1037	791.8466999999999	116.1855	1066.0088	948.1561	703.0618000000001	1861.9874	1282.3304	411.9869	833.9223000000001	820.4384	3156.1723	1531.4148	2347.9792	407.1678	1337.5976	1434.2150000000001	2565.5966	1395.5606	1998.4589
K12574	ribonuclease J [EC:3.1.-.-]	564.5611	53.3724	1784.6921	1369.2628	1515.9345	2346.8417	453.7168	1428.0388	1366.6046000000001	248.5213	1600.8654999999999	2183.3381	1352.2250999999999	810.4027	466.0167	2649.7391000000002	1238.0599	3442.6045	1330.9167	1519.1132	1224.052	1284.1228	3048.288	2309.0212
K12576	sporulation-specific protein 12	8.0366	0.0	49.8638	0.0	0.0	137.1363	0.0	9.8763	117.8074	10.2945	0.0	35.7905	0.0	71.8851	0.0	154.816	18.125999999999998	19.6123	0.0	31.801299999999998	0.0	18.9587	8.3167	25.4266
K12582	dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]	70.3853	7.4697	57.1533	0.0	16.3823	8.9729	0.0	11.0	5.6267	20.6342	25.731099999999998	17.3534	0.0	0.0	12.2821	305.36899999999997	71.55	480.2038	9.9341	76.2318	9.5568	0.0	0.0	245.4356
K12583	phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]	0.0	0.0	0.0	45.1125	36.0769	0.0	0.0	0.0	0.0	0.0	295.9311	11.9185	253.83749999999998	0.0	64.10929999999999	0.0	84.87429999999999	0.0	0.0	0.0	22.9338	0.0	50.5649	82.2278
K12628	puromycin biosynthesis protein Pur10 [EC:1.-.-.-]	220.4666	0.0	26.8366	85.1558	88.2981	187.4367	48.069500000000005	352.1042	19.6514	30.8739	307.12910000000005	128.9108	19.3976	34.255700000000004	12.2219	264.1981	314.8911	196.31220000000002	10.2427	323.3706	223.0073	136.79590000000002	271.8736	195.2896
K12629	puromycin biosynthesis protein Pur7 [EC:3.-.-.-]	1109.7603	169.8893	4294.4185	2356.4913	3622.0507	3896.0047	1003.5683	3422.3299	2360.6786	463.4015	3892.6801	3947.1364	2777.3781	1860.3806	1196.7299	4319.752	4290.1744	5098.349	2577.9514	3554.2568	2868.9892	2576.622	9482.606	3450.9277
K12630	puromycin biosynthesis protein Pur4 [EC:2.-.-.-]	0.0	22.8228	0.0	0.0	12.5721	0.0	28.346899999999998	45.4296	0.0	0.0	134.6547	11.1806	0.0	0.0	22.8129	0.0	38.3844	0.0	0.0	78.1396	35.5594	0.0	47.7201	0.0
K12631	puromycin biosynthesis protein Pur6	0.0	0.0	0.0	0.0	4.1092	0.0	0.0	0.0	0.0	9.1862	0.0	4.3854	0.0	0.0	0.0	0.0	0.0	0.0	11.3004	0.0	20.5205	0.0	0.0	0.0
K12632	puromycin N-acetyltransferase [EC:2.3.-.-]	788.6247	42.0582	1495.5285000000001	2578.2549	1989.6348	2059.8099	346.8457	1431.3394	1181.7486000000001	793.1946	1920.3281	1772.2454	1521.9559	779.2576	882.9549000000001	2252.0964	2647.7406	2412.0494	2312.541	1579.9758	3340.8956	1891.509	2707.5055	1958.6791
K12633	N-methyl-transferase [EC:2.1.1.-]	729.5217	51.9231	435.6249	667.5651	505.6539	520.1004	63.9827	797.9665	2004.8022999999998	1681.2697	1139.6569	1272.8046	185.165	1015.48	523.7048	660.3278	907.0083999999999	744.8168	423.0981	1115.6142	782.4601	2551.2864	2050.6785	1281.5898
K12634	puromycin biosynthesis protein Pur3	170.4246	37.51	1625.5779	1191.7655	1171.6939	922.6141	237.3896	720.6285	375.2275	458.8384	1571.1335	834.768	1034.276	257.6665	307.05219999999997	749.3907	1039.578	230.9172	318.8085	649.8887	1013.8834	420.31530000000004	1001.9913	161.2585
K12635	O-demethylpuromycin O-methyltransferase [EC:2.1.1.38]	324.1195	13.6187	322.3973	213.2013	83.714	78.2576	0.0	317.94480000000004	837.8182	482.9461	426.99469999999997	265.266	44.3199	566.2744	24.2	65.9731	143.2261	31.9428	26.1881	126.335	91.8716	964.601	147.2689	129.1828
K12636	N-acetylpuromycin N-acetylhydrolase	19.1905	6.7851	72.8994	21.0704	31.0336	0.0	0.0	33.943799999999996	43.4317	23.5471	90.3823	103.89590000000001	107.3706	0.0	43.5096	62.7436	103.7805	144.21429999999998	0.0	82.7709	86.0962	0.0	70.8613	231.8273
K12658	4-hydroxyproline epimerase [EC:5.1.1.8]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0652	0.0	13.6377	0.0	6.7164	17.9648	0.0	0.0	0.0	0.0	0.0	54.0
K12663	Delta3,5-Delta2,4-dienoyl-CoA isomerase [EC:5.3.3.21]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.9336
K12692	hyoscyamine (6S)-dioxygenase / 6beta-hydroxyhyoscyamine epoxidase [EC:1.14.11.11 1.14.20.13]	4.1379	0.0	0.0	0.0	0.0	7.2635	2.5092	39.8877	5.7212	0.0	35.4555	25.505200000000002	0.0	0.0	0.0	47.6178	49.7599	31.2327	0.0	24.2981	0.0	0.0	0.0	64.4544
K12693	strictosidine beta-D-glucosidase [EC:3.2.1.105]	86.2919	9.0325	341.7225	145.9674	140.9476	165.101	54.479	181.65709999999999	147.8935	73.54310000000001	290.0693	105.1172	181.70780000000002	145.8806	0.0	733.3209999999999	315.0848	76.9776	130.1843	212.241	111.39399999999999	205.7719	752.5165	118.6594
K12694	vinorine synthase [EC:2.3.1.160]	0.0	0.0	33.3277	0.0	0.0	10.8978	44.1506	49.135999999999996	8.9963	0.0	0.0	0.0	0.0	0.0	0.0	4.1648	7.4392	0.0	0.0	7.906700000000001	0.0	0.0	0.0	0.0
K12695	raucaffricine beta-D-glucosidase / vomilenine glucosyltransferase [EC:3.2.1.125 2.4.1.219]	27.0268	37.3692	141.9413	208.1457	267.4785	366.8297	101.953	262.9349	155.00869999999998	35.3514	252.1926	187.6128	275.4006	56.165000000000006	45.4631	49.5757	111.525	54.2736	9.9027	95.20949999999999	36.2482	93.7854	398.37440000000004	39.4968
K12696	tabersonine 16-hydroxylase [EC:1.14.14.103]	0.0	13.0	30.5754	0.0	32.7436	0.0	0.0	0.0	0.0	4.6993	50.793600000000005	57.9337	7.6838	8.0333	0.0	0.0	17.7179	0.0	0.0	209.0701	39.7641	67.4834	37.017700000000005	10.4539
K12697	deacetoxyvindoline 4-hydroxylase [EC:1.14.11.20]	0.0	0.0	0.0	49.1746	31.6503	4.5914	0.0	83.9824	303.461	0.0	60.2387	0.0	4.8468	9.0136	54.0	55.1789	34.030100000000004	85.7202	0.0	0.0	38.177099999999996	2.7886	205.7261	73.1047
K12698	deacetylvindoline O-acetyltransferase [EC:2.3.1.107]	0.0	1.5302	0.0	36.4112	13.3344	18.5556	19.6866	96.7893	11.4713	12.3265	117.27510000000001	37.432	3.0145	6.734	48.4209	14.0	82.0855	6.0952	4.9343	0.0	70.8559	20.0768	57.7178	71.0397
K12699	minovincinine 19-hydroxy-O-acetyltransferase	0.0	6.4033	0.0	0.0	30.3952	0.0	4.6291	35.827600000000004	0.0	0.0	97.8094	33.4134	0.0	5.4262	1.792	36.4112	93.2959	113.35470000000001	4.5088	11.3375	78.0446	15.4749	37.4354	60.2195
K12705	8-demethylnovobiocic acid C8-methyltransferase [EC:2.1.1.284]	12.325599999999998	26.2763	32.088499999999996	327.3522	179.41060000000002	87.3265	84.0074	158.75990000000002	35.6175	41.0441	148.2882	65.8933	84.9488	25.0944	90.1009	138.0907	387.3796	126.298	4.5618	14.631599999999999	601.6505999999999	179.6057	321.0029	207.4591
K12706	novobiocin biosynthesis protein NovC	36.3812	13.389	511.4624	200.5463	73.635	111.64089999999999	28.0271	268.8357	23.7513	17.3321	391.0219	119.8798	74.9476	22.0	87.9819	80.147	172.06279999999998	205.9762	268.8612	272.22679999999997	191.39430000000002	59.5999	287.3061	396.75300000000004
K12714	clorobiocin biosynthesis protein Clo-hal	276.1003	12.6454	840.1496999999999	872.9300000000001	520.7106	268.3334	202.56969999999998	674.7719999999999	912.0744000000001	760.8417999999999	832.9728	455.0409	220.2615	581.2842	232.5896	859.3339	973.3122	755.0832	58.7306	168.0497	572.9345	1266.8679	1625.9001	418.7193
K12719	L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]	302.0	0.0	204.2841	302.0037	64.4188	44.5505	0.0	167.9081	675.5677000000001	479.1556	350.2726	258.8588	112.5846	382.0	109.1666	49.579	223.30610000000001	47.334500000000006	34.9825	101.9597	185.1809	931.0722000000001	327.7455	183.8962
K12720	peptidyl carrier protein	22.543599999999998	30.3176	58.577600000000004	28.8816	67.5123	53.188199999999995	45.991	120.65650000000001	102.2078	9.838000000000001	216.7819	111.75059999999999	0.0	20.2727	0.0	118.557	41.335499999999996	225.548	14.9964	165.3755	10.956299999999999	33.6667	267.6632	346.21
K12721	L-prolyl-[peptidyl-carrier protein] dehydrogenase [EC:1.3.8.14]	160.6815	76.9906	253.9215	310.3879	536.5453	347.5615	203.5317	483.71930000000003	100.49860000000001	80.3518	449.8997	613.4375	547.1144	70.4215	256.8052	525.5175	475.8452	573.3554	569.3488	837.0652	209.3062	960.4635000000001	689.9383	505.63779999999997
K12723	clorobiocin biosynthesis protein CloN2	3.4685	19.0585	91.76520000000001	80.7491	93.1876	0.0	33.446	86.36959999999999	76.42110000000001	29.7968	81.8624	31.3692	51.704699999999995	23.849800000000002	80.5402	64.0	482.5261	184.378	5.2516	415.0709	285.7645	353.1517	144.0391	297.65020000000004
K12724	clorobiocin/coumermycin A biosynthesis protein CloN7/CouN7	57.4669	37.2225	108.8596	1031.2639	941.4622	244.1843	152.5451	423.5614	160.7234	5.6582	813.3552	68.8372	588.9078000000001	32.6084	275.3549	48.3424	601.1594	99.0336	1029.0571	8.4222	563.023	29.028299999999998	1070.6837	61.539100000000005
K12729	7-methylxanthosine synthase [EC:2.1.1.158]	3.1088	39.6528	0.0	3213.6786	275.633	1175.3123	0.0	17.57	994.1667	0.0	1587.9275	4388.654799999999	22.2012	1616.9722	2244.8056	4072.0509	0.0	1816.7685	0.0	307.3944	635.4352	2274.5139	782.1991	408.9858
K12730	theobromine synthase [EC:2.1.1.159]	27.0723	0.0	0.0	68.0329	63.3462	7.3333	4.4826	37.9931	0.0	0.0	22.9286	29.8019	120.1541	0.0	0.0	0.0	60.3661	0.0	114.0	29.1911	54.4911	12.6875	0.0	28.7492
K12747	deacetylcephalosporin-C acetyltransferase [EC:2.3.1.175]	2.4167	0.0	139.6109	29.6062	12.367	66.8216	20.788899999999998	118.5513	13.0	0.0	104.2217	9.1848	0.0	48.6501	0.0	56.3623	0.0	25.3799	53.1753	99.78540000000001	17.8177	0.0	33.163399999999996	16.6742
K12748	glutaryl-7-aminocephalosporanic-acid acylase [EC:3.5.1.93]	0.0	0.0	0.0	144.6328	86.4195	0.0	7.378	55.2796	0.0	0.0	41.4731	0.0	173.21370000000002	0.0	18.0	280.9468	28.0974	6.8519	0.0	0.0	112.977	0.0	26.5758	4.5946
K12764	meiosis-inducing protein 1	0.0	4.5804	82.2986	4.631	12.7053	0.0	0.0	53.1893	0.0	0.0	32.6643	0.0	0.0	50.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	10.8059	48.537	0.0
K12809	T3SS secreted effector EspG-like protein	8.8853	0.0	24.994799999999998	36.066	35.718599999999995	74.08239999999999	0.0	37.3824	10.2982	0.0	0.0	22.0706	0.0	95.4919	0.0	6.517	4.1088	24.0	0.0	0.0	19.3302	105.0351	4.5188	10.8089
K12810	major structural subunit of bundle-forming pilus	17.0854	0.0	24.0756	0.0	30.0	18.5	28.1869	88.3374	26.3358	0.0	115.3317	211.6012	214.94670000000002	108.5179	73.9499	214.0708	4.9417	137.8776	3.3588	92.2875	0.0	54.9353	173.5806	169.5564
K12901	phosphonoacetaldehyde reductase	651.058	38.8656	1319.9961	1459.2081	417.97429999999997	205.1233	59.6869	330.2116	493.157	178.7246	971.401	1185.4309	412.8571	315.324	398.13370000000003	2735.7533	620.0914	1931.8763	95.8403	1011.8618	744.4116	1138.6859	426.4949	659.5238
K12902	phosphonoacetaldehyde methylase [EC:2.1.1.308]	442.95169999999996	59.2909	1538.9841999999999	419.20969999999994	352.79540000000003	168.2719	112.1148	431.151	905.8338000000001	954.5894999999999	483.65689999999995	1013.9949	144.5235	590.5785999999999	93.5952	2152.3718	438.7783	1922.2123	445.63259999999997	510.67310000000003	497.281	2203.3498999999997	405.8229	1730.696
K12903	(S)-2-hydroxypropylphosphonic acid epoxidase [EC:1.11.1.23]	198.1352	15.2178	1163.4182	1656.3319000000001	488.55269999999996	1636.8763999999999	128.5617	431.3445	355.521	450.2527	591.339	1131.4453	516.8353	86.9495	619.3078	1408.2701	591.1253	1301.9364	1079.8488	901.6517	829.7705000000001	952.0535	1184.6912	760.6362
K12904	phosphonoacetaldehyde reductase [EC:1.1.1.309]	102.3318	33.4961	806.3891	614.9245	364.0748	402.8579	116.4873	329.7923	147.6746	142.94150000000002	314.8718	338.6192	334.055	80.1289	186.6042	169.6268	473.5989	857.2454	306.378	498.8974	446.40590000000003	516.475	331.177	350.7609
K12905	2-hydroxyethylphosphonate dioxygenase [EC:1.13.11.72]	0.0	14.0882	6.9461	0.0	0.0	0.0	3.3045	23.395	0.0	0.0	39.5888	0.0	0.0	0.0	0.0	0.0	26.0768	4.3333	0.0	0.0	0.0	0.0	22.8321	0.0
K12906	D-3-phosphoglycerate dehydrogenase	738.8543	273.54470000000003	2488.2349	1514.7945	1513.2733	1095.5663	496.5957	1697.5051	269.43170000000003	519.4091	2689.5704	1239.4143	890.9126	751.0984000000001	376.5399	3532.4748999999997	2586.2224	2958.3968	1218.5173	2099.5374	1711.9689	2533.0939	4231.4797	2260.0029
K12907	aldehyde dehydrogenase	317.33050000000003	37.700900000000004	295.4568	326.4586	204.7451	168.1483	35.3845	270.0202	798.4996000000001	625.4107	629.2126	284.6034	411.1284	479.9129	69.4589	70.3014	390.5202	70.8486	25.7214	175.5764	244.6522	1558.9032	924.4123	109.0
K12908	phosphonoformate cytidylyltransferase [EC:2.7.7.93]	14.8402	0.0	90.489	22.9948	82.2763	71.8804	99.76859999999999	230.5516	27.4176	0.0	265.8645	196.37550000000002	27.4244	15.4909	0.0	145.7717	240.583	187.6023	9.5356	58.8363	26.790699999999998	27.6963	1147.9396	349.1238
K12909	carboxyvinyl-carboxyphosphonate phosphorylmutase [EC:2.7.8.23]	13.0929	12.0022	0.0	204.4928	195.50119999999998	0.0	14.8275	80.945	4.7009	29.2054	26.0595	20.022000000000002	67.1658	0.0	48.0	38.5731	187.2834	3.8485	96.481	0.0	197.7555	0.0	155.1565	116.0503
K12910	2-phosphinomethylmalate synthase [EC:2.3.3.18]	0.0	0.0	263.1602	6.7379	13.7432	209.2871	0.0	0.0	85.3144	53.9169	0.0	199.6769	39.8519	0.0	0.0	109.3803	28.223	5.7421	0.0	90.18379999999999	12.0	17.7306	0.0	12.2893
K12911	phosphinothricin tripeptide synthetase PhsA	0.0	0.0	0.0	0.0	0.0	25.845	43.3842	29.2893	3.0069	0.0	13.0	9.2288	0.0	0.0	4.7634	0.0	6.5108	0.0	7.1031	6.1279	91.9094	0.0	0.0	0.0
K12912	phosphinothricin tripeptide synthetase phsB [EC:6.2.1.67]	24.7069	0.0	3.2944	0.0	69.27120000000001	28.2799	0.0	0.0	17.856	10.8937	0.0	400.4756	0.0	0.0	0.0	0.0	0.0	11.0956	0.0	12.0	46.9255	6.45	0.0	84.4382
K12913	phosphinothricin tripeptide synthetase PhsC	0.0	0.0	18.895400000000002	458.3742	129.703	0.0	14.4908	0.0	0.0	0.0	101.33930000000001	4.2534	304.2639	0.0	157.0587	0.0	125.06980000000001	0.0	0.0	1.9146	257.8742	3.9922	61.8228	256.3524
K12914	P-methyltransferase [EC:2.1.1.326]	642.2628	40.4054	447.2087	545.7642999999999	282.3939	427.6174	152.4822	498.2316	133.8513	172.4302	433.46229999999997	1108.4761	148.7689	277.8401	120.9848	2797.778	555.8493	1316.5534	170.7894	705.6485	1547.955	920.1944	776.3163999999999	641.1462
K12915	phosphinothricin tripeptide acetyl hydrolase	197.7639	53.4739	238.8049	1003.1765	686.4872	443.3243	181.6459	437.7065	293.5672	80.7356	821.3468	216.5763	600.0205	121.21690000000001	244.1151	367.7978	527.4089	289.8691	196.42600000000002	444.9321	410.5004	432.0335	927.8013	345.5526
K12917	cytochrome P450 monooxygenase 1	6.8015	0.0	0.0	8.1359	50.1278	0.0	4.0216	0.0	0.0	2.5504	14.2172	23.6331	2.6797	0.0	0.0	0.0	93.0104	7.0339	0.0	0.0	0.0	14.9565	10.409	2.0815
K12918	cytochrome P450 monooxygenase 2	0.0	0.0	0.0	65.2095	33.7742	0.0	0.0	0.0	0.0	0.0	22.8878	0.0	3.5457	0.0	0.0	0.0	62.8423	210.1429	0.0	27.2026	193.7896	10.8209	0.0	3.6938
K12919	cytochrome P450 monooxygenase 3	0.0	3.8463	0.0	0.0	57.128699999999995	0.0	0.0	0.0	0.0	27.3237	9.0	0.0	0.0	0.0	0.0	15.359	0.0	12.2062	0.0	157.5423	0.0	5.8013	83.3049	8.2436
K12920	GA4 desaturase	108.6575	0.0	10.55	8.8754	5.4423	388.2667	0.0	7.4982	0.0	52.4912	20.082	88.4607	0.0	0.0	0.0	32.5298	0.0	18.2867	7.3719	0.0	0.0	38.3119	5.5763	11.0797
K12921	taxadiene synthase [EC:4.2.3.17]	3.5521	0.0	32.9927	0.0	11.6073	0.0	0.0	0.0	0.0	0.0	6.8504	34.0234	0.0	0.0	0.0	12.0	5.8287	0.0	8.6085	1.7805	13.7986	0.0	7.4162	0.0
K12922	taxane 13alpha-hydroxylase [EC:1.14.14.106]	4.6786	0.0	3.9311	120.78479999999999	22.8854	0.0	5.689	73.7431	0.0	9.5014	14.3615	0.0	5.7556	0.0	22.0	0.0	42.3303	36.5404	0.0	0.0	138.7739	23.8131	99.5105	0.0
K12923	taxadien-5alpha-ol O-acetyltransferase [EC:2.3.1.162]	0.0	0.0	23.1832	0.0	7.1478	68.0	0.0	6.0515	2.1512	0.0	5.1627	0.0	0.0	0.0	0.0	0.0	129.6175	5.3952	0.0	0.0	0.0	0.0	0.0	0.0
K12924	taxane 10beta-hydroxylase [EC:1.14.14.105]	16.9131	5.116	0.0	0.0	0.0	0.0	3.8696	0.0	18.185499999999998	0.0	11.3309	6.2197	7.6241	0.0	0.0	5.7234	0.0	7.789000000000001	0.0	0.0	0.0	16.6924	33.094300000000004	5.6894
K12925	2alpha-hydroxytaxane 2-O-benzoyltransferase [EC:2.3.1.166]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8757	0.0	0.0	0.0	18.6222
K12926	10-deacetylbaccatin III 10-O-acetyltransferase [EC:2.3.1.167]	7.6889	0.0	0.0	0.0	0.0	4.429	0.0	0.0	7.6185	0.0	7.1996	0.0	0.0	0.0	0.0	0.0	8.2385	16.1692	0.0	0.0	0.0	0.0	30.719	80.542
K12927	abietadiene/neoabietadiene/copalyl diphosphate synthase [EC:4.2.3.18 4.2.3.132 5.5.1.12]	16.0	0.0	0.0	0.0	5.6802	0.0	0.0	0.0	0.0	0.0	73.1754	107.8679	35.4349	0.0	0.0	9.0439	6.0406	14.3524	0.0	125.9639	0.0	5.7726	16.9772	23.0
K12928	aphidicolan-16beta-ol synthase/syn-copalyl-diphosphate synthase [EC:4.2.3.42 5.5.1.14]	0.0	12.0143	14.8783	0.0	15.0	4.8514	9.2048	0.0	3.7531	0.0	103.5418	0.0	3.4805	0.0	0.0	0.0	23.0208	375.91819999999996	0.0	0.0	103.3085	0.0	10.601700000000001	0.0
K12929	casbene synthase [EC:4.2.3.8]	8.624	0.0	0.0	42.757999999999996	0.0	55.1686	0.0	50.604800000000004	25.8238	16.9587	46.6628	43.2227	0.0	0.0	0.0	0.0	22.0	47.387	0.0	23.0	154.8414	0.0	0.0	13.339099999999998
K12931	anthocyanin 3-O-glucoside-6''-O-malonyltransferase [EC:2.3.1.171]	4.8277	0.0	0.0	72.2597	0.0	29.1461	9.9539	18.490000000000002	0.0	8.086	0.0	14.890699999999999	15.1563	0.0	0.0	0.0	33.0101	3.0	0.0	0.0	0.0	0.0	52.0342	32.0
K12932	anthocyanidin 3-O-glucoside-3'',6''-O-dimalonyltransferase [EC:2.3.1.-]	67.8241	0.0	314.9985	10.1236	125.8819	53.3971	14.3561	40.8426	8.984300000000001	0.0	96.5027	25.5494	19.6821	87.1605	0.0	569.3148	46.739	17.766000000000002	0.0	65.1312	0.0	244.875	228.08749999999998	0.0
